schema_version	candidate_id	gene	priority_tier	direct_mapping_rows	direct_best_inclusion_score	direct_min_p	direct_rsids	workbook_twas_significant	workbook_ctwas_significant	workbook_mr_significant	in_public_twas_list	in_public_gvc_list	window_variant_rows	window_min_p	window_max_inclusion_score	window_cs95_variants	grade
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0029	BTF3	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0030	C11orf68	P3	0	NA	NA		False	False	False	False	False	17	7.14163700634954e-06	0.987634168455694	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0031	CADM1	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0032	CAMK2N2	P2	0	NA	NA		False	False	False	False	False	9	1.7819617459008e-06	0.469524948053181	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0033	CARNS1	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0034	CCDC85B	P2	0	NA	NA		False	False	False	False	False	17	7.14163700634954e-06	0.987634168455694	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0035	CD81	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0036	CEBPD	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0037	CEP57	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0038	CFL1	P3	4	0.32987124320203	7.14163700634954e-06	rs2231884|rs58568715|rs77779142	False	False	False	False	False	17	7.14163700634954e-06	0.987634168455694	0	weak
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0039	CHGA	P3	0	NA	NA		False	False	False	False	False	30	6.62644765957334e-17	0.999996138449966	29	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0040	CHID1	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0041	CHORDC1	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0042	CLVS1	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0043	CORO6	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0044	CRYL1	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0045	CTNND2	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0046	CUTA	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0047	DEF8	P2	0	NA	NA		False	False	False	False	False	1	1.2736152958146e-11	0.994063957585658	1	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0048	DNAJB1	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0049	DNMT3A	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0050	DUBR	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0051	DYNLL1	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0052	DYNLT1	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0053	DZIP1	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0054	EDF1	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0055	EIF1	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0056	EIF1B	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0057	EIF3K	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0058	EIF4A2	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0059	ELOB	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0060	EPHA7	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0061	ERBIN	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0062	ERP29	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0063	EVA1C	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0064	EXOC7	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0065	FAU	P2	0	NA	NA		False	False	False	False	False	17	7.14163700634954e-06	0.987634168455694	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0066	FBF1	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0067	FBXW4	P3	0	NA	NA		False	False	False	False	True	0	NA	NA	0	weak
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0068	FGFR2	P3	0	NA	NA		False	False	False	False	False	77	7.85051636386573e-07	0.786148606265654	28	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0069	FN3K	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0070	FNDC3B	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0071	FTL	P2	0	NA	NA		False	False	False	False	False	46	1.71598072003324e-08	1.0	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0072	GABARAPL2	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0073	GABPB2	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0074	GABRA1	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0075	GALNT2	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0076	GAPDH	P2	0	NA	NA		False	False	False	False	False	20	5.74517733813677e-07	0.591676326099856	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0077	GATAD1	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0078	GCLM	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0079	GGH	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0080	GNG3	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0081	GREB1	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0082	GRINA	P2	0	NA	NA		False	False	False	False	False	15	5.1454050970511e-11	0.999213460651753	7	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0083	GSTP1	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0084	GTF2A1	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0085	HOOK2	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0086	HSP90AB1	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0087	HSPA13	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0088	HSPA1A	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0089	HSPH1	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0090	ID2	P2	0	NA	NA		False	False	False	False	False	59	6.10010931648625e-08	0.146876851748578	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0091	IGF1R	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0092	IKZF4	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0093	INTS8	P2	15	0.428559009839874	2.28415915952444e-09	rs10429443|rs10808671|rs10956933|rs12386945|rs13274945|rs2879813	False	False	False	False	True	41	2.2841591595244403e-09	0.428559009839874	0	moderate
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0094	IRAK1BP1	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0095	IRAK2	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0096	JAKMIP3	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0097	KATNBL1	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0098	KTN1	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0099	LAGE3	P1	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0100	LAMTOR5	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0101	LAPTM4A	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0102	LRP1B	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0103	LUZP2	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0104	MAGEF1	P2	0	NA	NA		False	False	False	False	False	9	1.7819617459008e-06	0.469524948053181	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0105	MAP1LC3A	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0106	MAP1LC3B	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0107	MAPKAPK5-AS1	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0108	MBNL1	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0109	MDH1	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0110	MEIS2	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0111	METTL21A	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0112	MIPOL1	P1	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0113	MKLN1	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0114	MOAP1	P2	0	NA	NA		False	False	False	False	False	30	6.62644765957334e-17	0.999996138449966	29	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0115	MSMO1	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0116	MT3	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0117	MTSS1	P3	0	NA	NA		False	False	False	False	False	38	1.09793954397088e-07	0.526048586623869	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0118	MYO18A	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0119	MYO9A	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0120	NAB2	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0121	NAP1L5	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0122	NCOA1	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0123	NECAP1	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0124	NHP2	P3	0	NA	NA		False	False	False	False	False	35	9.28945436204516e-07	0.139535646456914	35	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0125	NOXA1	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0126	NRBP2	P3	0	NA	NA		False	False	False	False	False	15	5.1454050970511e-11	0.999213460651753	7	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0127	OGA	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0128	OST4	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0129	PAPOLA	P1	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0130	PCBP4	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0131	PDE5A	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0132	PDS5B	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0133	PER3	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0134	PGAM1	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0135	PGK1	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0136	PHF11	P3	0	NA	NA		False	False	False	False	False	4	2.27555536695139e-06	0.293514840253466	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0137	PHF3	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0138	PHTF2	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0139	PLCG2	P2	3	0.757700589763044	8.18369518461504e-12	rs1071644|rs12444189|rs4407053	False	False	False	False	True	9	8.18369518461504e-12	0.99641867309614	9	strong
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0140	POLR2K	P3	0	NA	NA		False	False	False	False	False	13	1.4560220147828e-08	0.697899690120047	13	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0141	PPP4R4	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0142	PRDX1	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0143	PSMB6	P2	0	NA	NA		False	False	False	False	False	64	6.84281905436441e-13	0.917322903634343	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0144	PTGES3	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0145	PTMA	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0146	RAB6B	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0147	RABAC1	P2	0	NA	NA		False	False	False	True	False	0	NA	NA	0	weak
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0148	RAN	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0149	RBM22	P3	0	NA	NA		False	False	False	False	False	7	1.3697809786100502e-09	0.999998973604002	7	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0150	RFLNA	P3	0	NA	NA		False	False	False	False	False	2	2.86874916884027e-06	0.999943726991725	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0151	RGS11	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0152	RNF7	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0153	RPL11	P2	0	NA	NA		False	False	False	False	False	77	8.36762228582426e-06	0.176014569282365	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0154	RPL15	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0155	RPL29	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0156	RPL35A	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0157	RPL36	P2	0	NA	NA		False	False	False	False	False	6	7.33009968082187e-06	0.539319586506502	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0158	RPL36AL	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0159	RPL38	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0160	RPL6	P2	0	NA	NA		False	False	False	False	False	167	3.74246600417671e-07	0.37295401969738	167	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0161	RPL7L1	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0162	RPL8	P3	0	NA	NA		False	False	False	False	False	7	5.1454050970511e-11	0.999213460651753	7	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0163	RPLP1	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0164	RPLP2	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0165	RPS11	P3	0	NA	NA		False	False	False	False	False	46	1.71598072003324e-08	1.0	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0166	RPS13	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0167	RPS15	P2	0	NA	NA		False	False	False	False	False	38	7.93509884871896e-30	0.999999897368597	37	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0168	RPS25	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0169	RPS27A	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0170	RPS4X	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0171	RPS6	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0172	RPS7	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0173	RRAGA	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0174	RXRA	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0175	SAMD4B	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0176	SAP18	P3	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0177	SARAF	P2	0	NA	NA		False	False	False	False	False	0	NA	NA	0	none_found
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0178	SAT2	P3	1	0.999486552651084	6.94258250102329e-07	rs9901675	False	False	False	False	False	42	6.94258250102329e-07	0.999486496427941	0	weak
phase19b_sex_apoe_kda_combo_v2_fungen	GS19B0179	SBNO2	P3	0	NA	NA		False	False	False	False	False	38	7.93509884871896e-30	0.999999897368597	37	none_found
