schema_version	gene	trait_id	trigger_state	model_source	model_context	p_value	corrected_significant	terminal_status	grade_contribution	reason
phase19_endophenotype_gwas_qtl_extension_v1	RPS15	csf_ptau181	no_qualifying_gwas_signal	NA	NA	NA	FALSE	not_triggered	none	TWAS_PWAS_is_conditional_support_and_no_eligible_validated_model_result_was_imported
phase19_endophenotype_gwas_qtl_extension_v1	SELENOW	csf_ptau181	no_qualifying_gwas_signal	NA	NA	NA	FALSE	not_triggered	none	TWAS_PWAS_is_conditional_support_and_no_eligible_validated_model_result_was_imported
phase19_endophenotype_gwas_qtl_extension_v1	UQCR10	csf_ptau181	no_qualifying_gwas_signal	NA	NA	NA	FALSE	not_triggered	none	TWAS_PWAS_is_conditional_support_and_no_eligible_validated_model_result_was_imported
phase19_endophenotype_gwas_qtl_extension_v1	ANKRD11	csf_total_tau	no_qualifying_gwas_signal	NA	NA	NA	FALSE	not_triggered	none	TWAS_PWAS_is_conditional_support_and_no_eligible_validated_model_result_was_imported
phase19_endophenotype_gwas_qtl_extension_v1	APOE	csf_total_tau	regional_and_gene_based_signal	NA	NA	NA	FALSE	not_triggered	none	TWAS_PWAS_is_conditional_support_and_no_eligible_validated_model_result_was_imported
phase19_endophenotype_gwas_qtl_extension_v1	ATP6V1F	csf_total_tau	no_qualifying_gwas_signal	NA	NA	NA	FALSE	not_triggered	none	TWAS_PWAS_is_conditional_support_and_no_eligible_validated_model_result_was_imported
phase19_endophenotype_gwas_qtl_extension_v1	COX4I1	csf_total_tau	no_qualifying_gwas_signal	NA	NA	NA	FALSE	not_triggered	none	TWAS_PWAS_is_conditional_support_and_no_eligible_validated_model_result_was_imported
phase19_endophenotype_gwas_qtl_extension_v1	COX6B1	csf_total_tau	no_qualifying_gwas_signal	NA	NA	NA	FALSE	not_triggered	none	TWAS_PWAS_is_conditional_support_and_no_eligible_validated_model_result_was_imported
phase19_endophenotype_gwas_qtl_extension_v1	COX7C	csf_total_tau	no_qualifying_gwas_signal	NA	NA	NA	FALSE	not_triggered	none	TWAS_PWAS_is_conditional_support_and_no_eligible_validated_model_result_was_imported
phase19_endophenotype_gwas_qtl_extension_v1	DYNLT1	csf_total_tau	no_qualifying_gwas_signal	NA	NA	NA	FALSE	not_triggered	none	TWAS_PWAS_is_conditional_support_and_no_eligible_validated_model_result_was_imported
phase19_endophenotype_gwas_qtl_extension_v1	FTL	csf_total_tau	no_qualifying_gwas_signal	NA	NA	NA	FALSE	not_triggered	none	TWAS_PWAS_is_conditional_support_and_no_eligible_validated_model_result_was_imported
phase19_endophenotype_gwas_qtl_extension_v1	LAMTOR5	csf_total_tau	no_qualifying_gwas_signal	NA	NA	NA	FALSE	not_triggered	none	TWAS_PWAS_is_conditional_support_and_no_eligible_validated_model_result_was_imported
phase19_endophenotype_gwas_qtl_extension_v1	LAPTM4A	csf_total_tau	no_qualifying_gwas_signal	NA	NA	NA	FALSE	not_triggered	none	TWAS_PWAS_is_conditional_support_and_no_eligible_validated_model_result_was_imported
phase19_endophenotype_gwas_qtl_extension_v1	NCOA1	csf_total_tau	no_qualifying_gwas_signal	NA	NA	NA	FALSE	not_triggered	none	TWAS_PWAS_is_conditional_support_and_no_eligible_validated_model_result_was_imported
phase19_endophenotype_gwas_qtl_extension_v1	RPL11	csf_total_tau	no_qualifying_gwas_signal	NA	NA	NA	FALSE	not_triggered	none	TWAS_PWAS_is_conditional_support_and_no_eligible_validated_model_result_was_imported
phase19_endophenotype_gwas_qtl_extension_v1	RPL15	csf_total_tau	no_qualifying_gwas_signal	NA	NA	NA	FALSE	not_triggered	none	TWAS_PWAS_is_conditional_support_and_no_eligible_validated_model_result_was_imported
phase19_endophenotype_gwas_qtl_extension_v1	RPL38	csf_total_tau	no_qualifying_gwas_signal	NA	NA	NA	FALSE	not_triggered	none	TWAS_PWAS_is_conditional_support_and_no_eligible_validated_model_result_was_imported
phase19_endophenotype_gwas_qtl_extension_v1	RPLP1	csf_total_tau	no_qualifying_gwas_signal	NA	NA	NA	FALSE	not_triggered	none	TWAS_PWAS_is_conditional_support_and_no_eligible_validated_model_result_was_imported
phase19_endophenotype_gwas_qtl_extension_v1	RPS13	csf_total_tau	no_qualifying_gwas_signal	NA	NA	NA	FALSE	not_triggered	none	TWAS_PWAS_is_conditional_support_and_no_eligible_validated_model_result_was_imported
phase19_endophenotype_gwas_qtl_extension_v1	RPS15	csf_total_tau	no_qualifying_gwas_signal	NA	NA	NA	FALSE	not_triggered	none	TWAS_PWAS_is_conditional_support_and_no_eligible_validated_model_result_was_imported
phase19_endophenotype_gwas_qtl_extension_v1	SELENOW	csf_total_tau	no_qualifying_gwas_signal	NA	NA	NA	FALSE	not_triggered	none	TWAS_PWAS_is_conditional_support_and_no_eligible_validated_model_result_was_imported
phase19_endophenotype_gwas_qtl_extension_v1	UQCR10	csf_total_tau	no_qualifying_gwas_signal	NA	NA	NA	FALSE	not_triggered	none	TWAS_PWAS_is_conditional_support_and_no_eligible_validated_model_result_was_imported
