schema_version	context_id	module_id	test_id	contrast_id	contrast_order	modifier	module_order	module_role	group_1	group_2	group_3	group_4	group_1_donors	group_2_donors	group_3_donors	group_4_donors	group_1_donors_threshold50	group_2_donors_threshold50	group_3_donors_threshold50	group_4_donors_threshold50	minimum_group_donors	coverage_fraction	admitted_genes	coverage_pass	design_rank	residual_df	eligibility_status	model_status	failure_reason	estimate	robust_se	ci_low	ci_high	t_statistic	p_value_score	pc1_estimate.x	pc1_robust_se	pc1_ci_low	pc1_ci_high	pc1_p_value	q_value_score	direction	p_value_camera	q_value_camera	camera_status	primary_estimate	bootstrap_planned	bootstrap_successful	bootstrap_median	bootstrap_ci_low	bootstrap_ci_high	bootstrap_same_direction_fraction	bootstrap_valid	loo_planned	loo_successful	loo_sign_reversals	loo_largest_change_donor	loo_largest_absolute_change	loo_minimum_estimate	loo_maximum_estimate	balance_planned	balance_successful	balance_same_direction_fraction	balance_valid	threshold50_estimate	threshold50_status	threshold50_agrees	pc1_estimate.y	pc1_status	pc1_agrees	qc_adjusted_estimate	qc_adjusted_same_direction	severe_qc_exclusion_estimate	severe_qc_exclusion_status	severe_qc_same_direction	omission_units	omission_successful	omission_sign_reversals	omission_fraction_retain_half_magnitude	most_influential_omission	stability_status	nci_mean_z_pc1_correlation	pc1_reliable	donor_count_confirmatory	module_coverage_pass	score_q_pass	effect_meets_sesoi	interval_excludes_zero	interval_inside_sesoi	camera_testable	camera_direction_compatible	camera_competitive_q_support	bootstrap_direction_pass	loo_pass	pc1_correlation_pass	pc1_sensitivity_pass	threshold50_sensitivity_pass	balance_direction_pass	omission_pass	severe_qc_exclusion_pass	all_non_donor_support_rules_pass	scientific_status	permitted_sentence
phase13_gate_decisions_v1	astrocytes	nuclear_oxphos_structural_86	astrocytes::apoe_e2_minus_e33__Female::nuclear_oxphos_structural_86	apoe_e2_minus_e33__Female	4	apoe	2	direct_respiratory	AD__Female__e2	NCI__Female__e2	AD__Female__e33	NCI__Female__e33	7	17	37	45	7	16	37	44	7	0.86046511627907	74	TRUE	15	257	eligible	estimated		0.106846524506313	0.631892182180683	-1.13749925422081	1.35119230323344	0.169089802848299	0.865859014919862	0.00267844831285974	0.70807617100103	-1.39169169781194	1.39704859443766	0.996984774147205	0.957817869647846	Up	0.969517934639746	0.99386472359731	estimated	0.106846524506313	1000	1000	0.110455154553858	-0.961166426411933	1.32571367821552	0.582	TRUE	272	272	2	21189544	0.440664541007013	-0.3338180165007	0.300846966576354	1000	1000	0.575	TRUE	0.178183774061863	estimated	TRUE	0.00267844831285974	estimated	FALSE	0.187048096020008	TRUE	0.149733467759945	estimated	TRUE	5	5	0	1	complex_III	evaluated	0.977174114176916	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	inconclusive	
phase13_gate_decisions_v1	astrocytes	nuclear_oxphos_structural_86	astrocytes::apoe_e2_minus_e33__Male::nuclear_oxphos_structural_86	apoe_e2_minus_e33__Male	5	apoe	2	direct_respiratory	AD__Male__e2	NCI__Male__e2	AD__Male__e33	NCI__Male__e33	7	6	28	53	6	5	25	50	6	0.86046511627907	74	TRUE	15	257	eligible	estimated		-0.513787844997219	0.936901823549903	-2.3587700462214	1.33119435622696	-0.548390271085701	0.583899999011656	-0.600420411421778	0.950600155146984	-2.47237788086277	1.27153705801921	0.528195010377746	0.957817869647846	Down	0.518928573720856	0.944631415335757	estimated	-0.513787844997219	1000	1000	-0.432838146005948	-1.98842973326914	1.02190275609362	0.697	TRUE	272	272	1	34726040	0.613167401477981	-0.902302292183409	0.0993795564807624	1000	1000	0.812	TRUE	-0.774176573894574	estimated	TRUE	-0.600420411421778	estimated	TRUE	-0.438285382007295	TRUE	-0.705868552460035	estimated	TRUE	5	5	0	1	complex_I	evaluated	0.977174114176916	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	inconclusive	
phase13_gate_decisions_v1	astrocytes	nuclear_oxphos_structural_86	astrocytes::apoe_e4_minus_e33__Female::nuclear_oxphos_structural_86	apoe_e4_minus_e33__Female	6	apoe	2	direct_respiratory	AD__Female__e4	NCI__Female__e4	AD__Female__e33	NCI__Female__e33	26	11	37	45	25	11	37	44	11	0.86046511627907	74	TRUE	15	257	eligible	estimated		-0.0342421363855934	0.378486162961879	-0.779571280295735	0.711087007524549	-0.0904713031452149	0.927983167664062	0.0240940513610703	0.38542486596035	-0.73489904666889	0.783087149391031	0.95020292741961	0.957817869647846	Down	0.880401219883931	0.970903271611309	estimated	-0.0342421363855934	1000	1000	-0.0108610400080482	-0.712337393970947	0.781024839351383	0.513	TRUE	272	272	16	21401399	0.138023415430133	-0.172265551815727	0.0781776703570187	1000	1000	0.504	TRUE	-0.0895221397493604	estimated	TRUE	0.0240940513610703	estimated	FALSE	-0.0808157351393522	TRUE	-0.0804113207427244	estimated	TRUE	5	5	0	1	complex_IV	evaluated	0.977174114176916	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	inconclusive	
phase13_gate_decisions_v1	astrocytes	nuclear_oxphos_structural_86	astrocytes::apoe_e4_minus_e33__Male::nuclear_oxphos_structural_86	apoe_e4_minus_e33__Male	7	apoe	2	direct_respiratory	AD__Male__e4	NCI__Male__e4	AD__Male__e33	NCI__Male__e33	25	10	28	53	24	9	25	50	10	0.86046511627907	74	TRUE	15	257	eligible	estimated		0.35807032980503	0.478545745279447	-0.584299895462348	1.30044055507241	0.748246815141851	0.45499547482443	0.158937802640793	0.505623776421417	-0.836755496875535	1.15463110215712	0.753517809524861	0.957817869647846	Up	0.222281711868517	0.928715301675688	estimated	0.35807032980503	1000	1000	0.28022587869527	-0.570703709319792	1.18205462126051	0.746	TRUE	272	272	0	15218541	0.219597879642273	0.141439142491994	0.577668209447303	1000	1000	0.691	TRUE	0.131539345498324	estimated	FALSE	0.158937802640793	estimated	FALSE	0.450784668074491	TRUE	0.0457771372281647	estimated	TRUE	5	5	0	1	complex_IV	evaluated	0.977174114176916	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	inconclusive	
phase13_gate_decisions_v1	astrocytes	mitochondrial_translation_155	astrocytes::sex_F_minus_M__e2::mitochondrial_translation_155	sex_F_minus_M__e2	1	sex	3	respiration_supporting	AD__Female__e2	NCI__Female__e2	AD__Male__e2	NCI__Male__e2	7	17	7	6	7	16	6	5	6	0.935483870967742	145	TRUE	15	257	eligible	estimated		0.124244522450702	0.824353906647785	-1.49910410068683	1.74759314558824	0.15071745454078	0.880316830911052	-0.0172765764283549	0.788580174959284	-1.57017822574469	1.53562507288798	0.982537977157109	0.957817869647846	Down	0.531955582725989	0.944631415335757	estimated	0.124244522450702	1000	1000	-0.0185971466621753	-1.34970979441297	1.41992455857842	0.492	TRUE	272	272	6	34726040	0.492991263723193	-0.368746741272492	0.524960867545185	1000	1000	0.534	TRUE	-0.0954432141029183	estimated	FALSE	-0.0172765764283549	estimated	FALSE	0.357104281572436	TRUE	0.0866860584141428	estimated	TRUE	6	6	1	1	mitochondrial_ribosome	evaluated	0.985229450024486	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	inconclusive	
phase13_gate_decisions_v1	astrocytes	mitochondrial_translation_155	astrocytes::sex_F_minus_M__e33::mitochondrial_translation_155	sex_F_minus_M__e33	2	sex	3	respiration_supporting	AD__Female__e33	NCI__Female__e33	AD__Male__e33	NCI__Male__e33	37	45	28	53	37	44	25	50	28	0.935483870967742	145	TRUE	15	257	eligible	estimated		0.666305433138647	0.445578315012118	-0.211144092291837	1.54375495856913	1.49537221783454	0.136044230910913	0.471636177254228	0.356140237763822	-0.229688532867866	1.17296088737632	0.186580258860455	0.957817869647846	Up	0.042536443763728	0.671359518075895	estimated	0.666305433138647	1000	1000	0.68129414480391	-0.0876960032567981	1.68294575159747	0.959	TRUE	272	272	0	10102206	0.292666868740111	0.373638564398536	0.80360967039703	1000	1000	1	TRUE	0.163750479960033	estimated	FALSE	0.471636177254228	estimated	TRUE	0.521214650513733	TRUE	0.261699610361523	estimated	TRUE	6	6	0	1	ribosome_assembly	evaluated	0.985229450024486	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	inconclusive	
phase13_gate_decisions_v1	astrocytes	mitochondrial_translation_155	astrocytes::sex_F_minus_M__e4::mitochondrial_translation_155	sex_F_minus_M__e4	3	sex	3	respiration_supporting	AD__Female__e4	NCI__Female__e4	AD__Male__e4	NCI__Male__e4	26	11	25	10	25	11	24	9	10	0.935483870967742	145	TRUE	15	257	eligible	estimated		-0.586607496317914	0.414842971192044	-1.40353183023827	0.230316837602447	-1.41404709023346	0.15855831723428	-0.562997988552021	0.356790414152053	-1.26560305039699	0.139607073292944	0.115806784590247	0.957817869647846	Down	0.31456392235831	0.944631415335757	estimated	-0.586607496317914	1000	1000	-0.520930689892946	-1.31745471293784	0.253228853006677	0.913	TRUE	272	272	0	21159840	0.199125082520303	-0.708577413643442	-0.387482413797611	1000	1000	0.915	TRUE	-0.316347234459596	estimated	TRUE	-0.562997988552021	estimated	TRUE	-0.547820208309886	TRUE	-0.266632988752374	estimated	TRUE	6	6	0	1	mitochondrial_ribosome	evaluated	0.985229450024486	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	inconclusive	
phase13_gate_decisions_v1	astrocytes	mitochondrial_translation_155	astrocytes::apoe_e2_minus_e33__Female::mitochondrial_translation_155	apoe_e2_minus_e33__Female	4	apoe	3	respiration_supporting	AD__Female__e2	NCI__Female__e2	AD__Female__e33	NCI__Female__e33	7	17	37	45	7	16	37	44	7	0.935483870967742	145	TRUE	15	257	eligible	estimated		0.241306104643165	0.431806300468468	-0.609023053349288	1.09163526263562	0.558829513097357	0.576764671529511	0.297003771628196	0.406459465381019	-0.503411448299201	1.09741899155559	0.465622260594724	0.957817869647846	Down	0.486480748519306	0.944631415335757	estimated	0.241306104643165	1000	1000	0.191103274136391	-0.621637690753015	0.970441301151217	0.69	TRUE	272	272	0	51826377	0.22031558243283	0.0209905222103348	0.381547314108348	1000	1000	0.63	TRUE	0.179463753291627	estimated	TRUE	0.297003771628196	estimated	TRUE	0.0222433768256523	TRUE	0.19663090531651	estimated	TRUE	6	6	0	0.833333333333333	mitochondrial_ribosome	evaluated	0.985229450024486	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	inconclusive	
phase13_gate_decisions_v1	astrocytes	mitochondrial_translation_155	astrocytes::apoe_e2_minus_e33__Male::mitochondrial_translation_155	apoe_e2_minus_e33__Male	5	apoe	3	respiration_supporting	AD__Male__e2	NCI__Male__e2	AD__Male__e33	NCI__Male__e33	7	6	28	53	6	5	25	50	6	0.935483870967742	145	TRUE	15	257	eligible	estimated		0.783367015331111	0.822845723247077	-0.837011636502552	2.40374566716477	0.952021737732103	0.341980449534747	0.785916525310779	0.756512881633679	-0.703837007586051	2.27567005820761	0.299842830026939	0.957817869647846	Up	0.250979402730477	0.928715301675688	estimated	0.783367015331111	1000	1000	0.886245496342119	-0.528287014521861	2.33877729063518	0.89	TRUE	272	272	0	34726040	0.499217621942769	0.394201453456114	1.28258463727388	1000	1000	0.84	TRUE	0.438657447354578	estimated	TRUE	0.785916525310779	estimated	TRUE	0.186353745766949	TRUE	0.37164445726389	estimated	TRUE	6	6	0	1	mitochondrial_ribosome	evaluated	0.985229450024486	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	inconclusive	
phase13_gate_decisions_v1	astrocytes	mitochondrial_translation_155	astrocytes::apoe_e4_minus_e33__Female::mitochondrial_translation_155	apoe_e4_minus_e33__Female	6	apoe	3	respiration_supporting	AD__Female__e4	NCI__Female__e4	AD__Female__e33	NCI__Female__e33	26	11	37	45	25	11	37	44	11	0.935483870967742	145	TRUE	15	257	eligible	estimated		-0.692482323655933	0.351298134524994	-1.38427178251949	-0.000692864792372627	-1.97120979475815	0.049772689512111	-0.586986036108402	0.299153877875448	-1.17609106956444	0.00211899734763998	0.05082359203584	0.957817869647846	Down	0.0499919887914368	0.671359518075895	estimated	-0.692482323655933	1000	1000	-0.701745681164917	-1.51514338508701	-0.0617620199406836	0.983	TRUE	272	272	0	21159840	0.204726317784208	-0.78299099380676	-0.487756005871725	1000	1000	0.945	TRUE	-0.522195191816359	estimated	TRUE	-0.586986036108402	estimated	TRUE	-0.673569829068043	TRUE	-0.539812729298832	estimated	TRUE	6	6	0	1	mitochondrial_ribosome	evaluated	0.985229450024486	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	inconclusive	
