schema_version	audit_id	candidate_id	phase18_context	route_id	qtl_source_id	cohort	modality	cell_type	biosample_type	tissue_category	context_match	eligible	release_component	variant_class	source_file	source_bytes	source_sha256	target_rows	source_significant_rows	explicit_is_hmt_false_rows	min_qtl_p	min_qtl_fdr	max_pip	credible_set_rows	target_ids	event_ids	evidence_state
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__MSBB__eQTL__Frontal_cortex_Brodmann_Area_10__NGFGXQTL0008__hmt_significant__indel	GS044	Inhibitory_neurons	GS044__NG00184v1__MSBB__eQTL__Frontal_cortex_Brodmann_Area_10__NGFGXQTL0008	NG00184.v1	MSBB	eQTL	Frontal cortex Brodmann Area 10	Primary tissue	Brain	bulk_brain_fallback	TRUE	hmt_significant	indel	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/MSBB/eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.MSBB.eQTL.FC_BA_10.NGFGXQTL0008_v1_19_indel_hmt.20260330.bed.gz	214074	9fd1b7380dc9ebf6991e91394912e050b8db5a738a0d0a14ddf3711a2083ba50	0	0	0	NA	NA	NA	0	none	none	no_target_rows_in_released_component
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__MSBB__eQTL__Frontal_cortex_Brodmann_Area_10__NGFGXQTL0008__hmt_significant__indel	GS045	OPCs	GS045__NG00184v1__MSBB__eQTL__Frontal_cortex_Brodmann_Area_10__NGFGXQTL0008	NG00184.v1	MSBB	eQTL	Frontal cortex Brodmann Area 10	Primary tissue	Brain	bulk_brain_fallback	TRUE	hmt_significant	indel	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/MSBB/eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.MSBB.eQTL.FC_BA_10.NGFGXQTL0008_v1_19_indel_hmt.20260330.bed.gz	214074	9fd1b7380dc9ebf6991e91394912e050b8db5a738a0d0a14ddf3711a2083ba50	0	0	0	NA	NA	NA	0	none	none	no_target_rows_in_released_component
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__MSBB__eQTL__Frontal_cortex_Brodmann_Area_10__NGFGXQTL0008__hmt_significant__snp	GS044	Inhibitory_neurons	GS044__NG00184v1__MSBB__eQTL__Frontal_cortex_Brodmann_Area_10__NGFGXQTL0008	NG00184.v1	MSBB	eQTL	Frontal cortex Brodmann Area 10	Primary tissue	Brain	bulk_brain_fallback	TRUE	hmt_significant	snp	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/MSBB/eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.MSBB.eQTL.FC_BA_10.NGFGXQTL0008_v1_19_snp_hmt.20260330.bed.gz	2048598	c90d73ccf71de711059d925ecb9b0f74d929a14ea83be7b9aec895c28bda6b50	0	0	0	NA	NA	NA	0	none	none	no_target_rows_in_released_component
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__MSBB__eQTL__Frontal_cortex_Brodmann_Area_10__NGFGXQTL0008__hmt_significant__snp	GS045	OPCs	GS045__NG00184v1__MSBB__eQTL__Frontal_cortex_Brodmann_Area_10__NGFGXQTL0008	NG00184.v1	MSBB	eQTL	Frontal cortex Brodmann Area 10	Primary tissue	Brain	bulk_brain_fallback	TRUE	hmt_significant	snp	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/MSBB/eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.MSBB.eQTL.FC_BA_10.NGFGXQTL0008_v1_19_snp_hmt.20260330.bed.gz	2048598	c90d73ccf71de711059d925ecb9b0f74d929a14ea83be7b9aec895c28bda6b50	0	0	0	NA	NA	NA	0	none	none	no_target_rows_in_released_component
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__MSBB__eQTL__Frontal_cortex_Brodmann_Area_22__NGFGXQTL0009__hmt_significant__indel	GS044	Inhibitory_neurons	GS044__NG00184v1__MSBB__eQTL__Frontal_cortex_Brodmann_Area_22__NGFGXQTL0009	NG00184.v1	MSBB	eQTL	Frontal cortex Brodmann Area 22	Primary tissue	Brain	bulk_brain_fallback	TRUE	hmt_significant	indel	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/MSBB/eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.MSBB.eQTL.FC_BA_22.NGFGXQTL0009_v1_19_indel_hmt.20260330.bed.gz	174599	63d61cf9ad81d8b58c8a0ca0f2ca261b9c22281eaca848941ffb3371c6c0cf1c	0	0	0	NA	NA	NA	0	none	none	no_target_rows_in_released_component
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__MSBB__eQTL__Frontal_cortex_Brodmann_Area_22__NGFGXQTL0009__hmt_significant__indel	GS045	OPCs	GS045__NG00184v1__MSBB__eQTL__Frontal_cortex_Brodmann_Area_22__NGFGXQTL0009	NG00184.v1	MSBB	eQTL	Frontal cortex Brodmann Area 22	Primary tissue	Brain	bulk_brain_fallback	TRUE	hmt_significant	indel	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/MSBB/eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.MSBB.eQTL.FC_BA_22.NGFGXQTL0009_v1_19_indel_hmt.20260330.bed.gz	174599	63d61cf9ad81d8b58c8a0ca0f2ca261b9c22281eaca848941ffb3371c6c0cf1c	0	0	0	NA	NA	NA	0	none	none	no_target_rows_in_released_component
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__MSBB__eQTL__Frontal_cortex_Brodmann_Area_22__NGFGXQTL0009__hmt_significant__snp	GS044	Inhibitory_neurons	GS044__NG00184v1__MSBB__eQTL__Frontal_cortex_Brodmann_Area_22__NGFGXQTL0009	NG00184.v1	MSBB	eQTL	Frontal cortex Brodmann Area 22	Primary tissue	Brain	bulk_brain_fallback	TRUE	hmt_significant	snp	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/MSBB/eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.MSBB.eQTL.FC_BA_22.NGFGXQTL0009_v1_19_snp_hmt.20260330.bed.gz	1620612	f5ec74e910a2f75dad05ee4eb052e4ce452103cdb62b9c9c0202195ea89e1328	0	0	0	NA	NA	NA	0	none	none	no_target_rows_in_released_component
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__MSBB__eQTL__Frontal_cortex_Brodmann_Area_22__NGFGXQTL0009__hmt_significant__snp	GS045	OPCs	GS045__NG00184v1__MSBB__eQTL__Frontal_cortex_Brodmann_Area_22__NGFGXQTL0009	NG00184.v1	MSBB	eQTL	Frontal cortex Brodmann Area 22	Primary tissue	Brain	bulk_brain_fallback	TRUE	hmt_significant	snp	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/MSBB/eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.MSBB.eQTL.FC_BA_22.NGFGXQTL0009_v1_19_snp_hmt.20260330.bed.gz	1620612	f5ec74e910a2f75dad05ee4eb052e4ce452103cdb62b9c9c0202195ea89e1328	0	0	0	NA	NA	NA	0	none	none	no_target_rows_in_released_component
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__MSBB__eQTL__Frontal_cortex_Brodmann_Area_36__NGFGXQTL0010__hmt_significant__indel	GS044	Inhibitory_neurons	GS044__NG00184v1__MSBB__eQTL__Frontal_cortex_Brodmann_Area_36__NGFGXQTL0010	NG00184.v1	MSBB	eQTL	Frontal cortex Brodmann Area 36	Primary tissue	Brain	bulk_brain_fallback	TRUE	hmt_significant	indel	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/MSBB/eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.MSBB.eQTL.FC_BA_36.NGFGXQTL0010_v1_19_indel_hmt.20260330.bed.gz	150670	34aa980d24d5fd50fb23d9921d2bf80cb485270f49627485feef1fcb29e82570	0	0	0	NA	NA	NA	0	none	none	no_target_rows_in_released_component
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__MSBB__eQTL__Frontal_cortex_Brodmann_Area_36__NGFGXQTL0010__hmt_significant__indel	GS045	OPCs	GS045__NG00184v1__MSBB__eQTL__Frontal_cortex_Brodmann_Area_36__NGFGXQTL0010	NG00184.v1	MSBB	eQTL	Frontal cortex Brodmann Area 36	Primary tissue	Brain	bulk_brain_fallback	TRUE	hmt_significant	indel	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/MSBB/eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.MSBB.eQTL.FC_BA_36.NGFGXQTL0010_v1_19_indel_hmt.20260330.bed.gz	150670	34aa980d24d5fd50fb23d9921d2bf80cb485270f49627485feef1fcb29e82570	0	0	0	NA	NA	NA	0	none	none	no_target_rows_in_released_component
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__MSBB__eQTL__Frontal_cortex_Brodmann_Area_36__NGFGXQTL0010__hmt_significant__snp	GS044	Inhibitory_neurons	GS044__NG00184v1__MSBB__eQTL__Frontal_cortex_Brodmann_Area_36__NGFGXQTL0010	NG00184.v1	MSBB	eQTL	Frontal cortex Brodmann Area 36	Primary tissue	Brain	bulk_brain_fallback	TRUE	hmt_significant	snp	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/MSBB/eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.MSBB.eQTL.FC_BA_36.NGFGXQTL0010_v1_19_snp_hmt.20260330.bed.gz	1440325	6cc8195173545e62a79e62967dcd53781afd97e0607439136373a666fdba4c41	1	1	0	2.41403199585e-07	0.00209909198217	NA	0	ENSG00000115268	none	source_significant
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__MSBB__eQTL__Frontal_cortex_Brodmann_Area_36__NGFGXQTL0010__hmt_significant__snp	GS045	OPCs	GS045__NG00184v1__MSBB__eQTL__Frontal_cortex_Brodmann_Area_36__NGFGXQTL0010	NG00184.v1	MSBB	eQTL	Frontal cortex Brodmann Area 36	Primary tissue	Brain	bulk_brain_fallback	TRUE	hmt_significant	snp	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/MSBB/eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.MSBB.eQTL.FC_BA_36.NGFGXQTL0010_v1_19_snp_hmt.20260330.bed.gz	1440325	6cc8195173545e62a79e62967dcd53781afd97e0607439136373a666fdba4c41	1	1	0	2.41403199585e-07	0.00209909198217	NA	0	ENSG00000115268	none	source_significant
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__MSBB__eQTL__Frontal_cortex_Brodmann_Area_44__NGFGXQTL0011__hmt_significant__indel	GS044	Inhibitory_neurons	GS044__NG00184v1__MSBB__eQTL__Frontal_cortex_Brodmann_Area_44__NGFGXQTL0011	NG00184.v1	MSBB	eQTL	Frontal cortex Brodmann Area 44	Primary tissue	Brain	bulk_brain_fallback	TRUE	hmt_significant	indel	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/MSBB/eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.MSBB.eQTL.FC_BA_44.NGFGXQTL0011_v1_19_indel_hmt.20260330.bed.gz	194448	58711108adcd06ee22e19dd1071e37da00e8dab2ebd39c006a71527d3fc0b254	0	0	0	NA	NA	NA	0	none	none	no_target_rows_in_released_component
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__MSBB__eQTL__Frontal_cortex_Brodmann_Area_44__NGFGXQTL0011__hmt_significant__indel	GS045	OPCs	GS045__NG00184v1__MSBB__eQTL__Frontal_cortex_Brodmann_Area_44__NGFGXQTL0011	NG00184.v1	MSBB	eQTL	Frontal cortex Brodmann Area 44	Primary tissue	Brain	bulk_brain_fallback	TRUE	hmt_significant	indel	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/MSBB/eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.MSBB.eQTL.FC_BA_44.NGFGXQTL0011_v1_19_indel_hmt.20260330.bed.gz	194448	58711108adcd06ee22e19dd1071e37da00e8dab2ebd39c006a71527d3fc0b254	0	0	0	NA	NA	NA	0	none	none	no_target_rows_in_released_component
