schema_version	rds_id	manifest_row	contrast_id	cell_type_high_resolution	contrast_family	contrast_name	eligibility_status	terminal_status	message
mito_fraction_contrast_status_v1	excitatory_set3	154	excitatory_set3::Exc.L5.6.IT.Car3::AD_effect_heterogeneity_across_sex_APOE	Exc L5/6 IT Car3	global_heterogeneity	AD_effect_heterogeneity_across_sex_APOE	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Male__e2
mito_fraction_contrast_status_v1	excitatory_set3	155	excitatory_set3::Exc.L5.6.NP::AD_vs_NCI__Female__e2	Exc L5/6 NP	AD_vs_NCI	AD_vs_NCI__Female__e2	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	156	excitatory_set3::Exc.L5.6.NP::AD_vs_NCI__Female__e33	Exc L5/6 NP	AD_vs_NCI	AD_vs_NCI__Female__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	157	excitatory_set3::Exc.L5.6.NP::AD_vs_NCI__Female__e4	Exc L5/6 NP	AD_vs_NCI	AD_vs_NCI__Female__e4	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	158	excitatory_set3::Exc.L5.6.NP::AD_vs_NCI__Male__e2	Exc L5/6 NP	AD_vs_NCI	AD_vs_NCI__Male__e2	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Male__e2
mito_fraction_contrast_status_v1	excitatory_set3	159	excitatory_set3::Exc.L5.6.NP::AD_vs_NCI__Male__e33	Exc L5/6 NP	AD_vs_NCI	AD_vs_NCI__Male__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	160	excitatory_set3::Exc.L5.6.NP::AD_vs_NCI__Male__e4	Exc L5/6 NP	AD_vs_NCI	AD_vs_NCI__Male__e4	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	161	excitatory_set3::Exc.L5.6.NP::AD_effect_Female_minus_Male__e2	Exc L5/6 NP	sex_interaction	AD_effect_Female_minus_Male__e2	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Male__e2
mito_fraction_contrast_status_v1	excitatory_set3	162	excitatory_set3::Exc.L5.6.NP::AD_effect_Female_minus_Male__e33	Exc L5/6 NP	sex_interaction	AD_effect_Female_minus_Male__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	163	excitatory_set3::Exc.L5.6.NP::AD_effect_Female_minus_Male__e4	Exc L5/6 NP	sex_interaction	AD_effect_Female_minus_Male__e4	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	164	excitatory_set3::Exc.L5.6.NP::AD_effect_e2_minus_e33__Female	Exc L5/6 NP	apoe_interaction	AD_effect_e2_minus_e33__Female	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	165	excitatory_set3::Exc.L5.6.NP::AD_effect_e4_minus_e33__Female	Exc L5/6 NP	apoe_interaction	AD_effect_e4_minus_e33__Female	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	166	excitatory_set3::Exc.L5.6.NP::AD_effect_e2_minus_e33__Male	Exc L5/6 NP	apoe_interaction	AD_effect_e2_minus_e33__Male	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Male__e2
mito_fraction_contrast_status_v1	excitatory_set3	167	excitatory_set3::Exc.L5.6.NP::AD_effect_e4_minus_e33__Male	Exc L5/6 NP	apoe_interaction	AD_effect_e4_minus_e33__Male	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	168	excitatory_set3::Exc.L5.6.NP::AD_effect_heterogeneity_across_sex_APOE	Exc L5/6 NP	global_heterogeneity	AD_effect_heterogeneity_across_sex_APOE	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Male__e2
mito_fraction_contrast_status_v1	excitatory_set3	169	excitatory_set3::Exc.L6.CT::AD_vs_NCI__Female__e2	Exc L6 CT	AD_vs_NCI	AD_vs_NCI__Female__e2	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	170	excitatory_set3::Exc.L6.CT::AD_vs_NCI__Female__e33	Exc L6 CT	AD_vs_NCI	AD_vs_NCI__Female__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	171	excitatory_set3::Exc.L6.CT::AD_vs_NCI__Female__e4	Exc L6 CT	AD_vs_NCI	AD_vs_NCI__Female__e4	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	172	excitatory_set3::Exc.L6.CT::AD_vs_NCI__Male__e2	Exc L6 CT	AD_vs_NCI	AD_vs_NCI__Male__e2	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Male__e2
mito_fraction_contrast_status_v1	excitatory_set3	173	excitatory_set3::Exc.L6.CT::AD_vs_NCI__Male__e33	Exc L6 CT	AD_vs_NCI	AD_vs_NCI__Male__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	174	excitatory_set3::Exc.L6.CT::AD_vs_NCI__Male__e4	Exc L6 CT	AD_vs_NCI	AD_vs_NCI__Male__e4	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	175	excitatory_set3::Exc.L6.CT::AD_effect_Female_minus_Male__e2	Exc L6 CT	sex_interaction	AD_effect_Female_minus_Male__e2	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Male__e2
mito_fraction_contrast_status_v1	excitatory_set3	176	excitatory_set3::Exc.L6.CT::AD_effect_Female_minus_Male__e33	Exc L6 CT	sex_interaction	AD_effect_Female_minus_Male__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	177	excitatory_set3::Exc.L6.CT::AD_effect_Female_minus_Male__e4	Exc L6 CT	sex_interaction	AD_effect_Female_minus_Male__e4	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	178	excitatory_set3::Exc.L6.CT::AD_effect_e2_minus_e33__Female	Exc L6 CT	apoe_interaction	AD_effect_e2_minus_e33__Female	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	179	excitatory_set3::Exc.L6.CT::AD_effect_e4_minus_e33__Female	Exc L6 CT	apoe_interaction	AD_effect_e4_minus_e33__Female	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	180	excitatory_set3::Exc.L6.CT::AD_effect_e2_minus_e33__Male	Exc L6 CT	apoe_interaction	AD_effect_e2_minus_e33__Male	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Male__e2
mito_fraction_contrast_status_v1	excitatory_set3	181	excitatory_set3::Exc.L6.CT::AD_effect_e4_minus_e33__Male	Exc L6 CT	apoe_interaction	AD_effect_e4_minus_e33__Male	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	182	excitatory_set3::Exc.L6.CT::AD_effect_heterogeneity_across_sex_APOE	Exc L6 CT	global_heterogeneity	AD_effect_heterogeneity_across_sex_APOE	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Male__e2
mito_fraction_contrast_status_v1	excitatory_set3	183	excitatory_set3::Exc.L6.THEMIS.NFIA::AD_vs_NCI__Female__e2	Exc L6 THEMIS NFIA	AD_vs_NCI	AD_vs_NCI__Female__e2	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	184	excitatory_set3::Exc.L6.THEMIS.NFIA::AD_vs_NCI__Female__e33	Exc L6 THEMIS NFIA	AD_vs_NCI	AD_vs_NCI__Female__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	185	excitatory_set3::Exc.L6.THEMIS.NFIA::AD_vs_NCI__Female__e4	Exc L6 THEMIS NFIA	AD_vs_NCI	AD_vs_NCI__Female__e4	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	186	excitatory_set3::Exc.L6.THEMIS.NFIA::AD_vs_NCI__Male__e2	Exc L6 THEMIS NFIA	AD_vs_NCI	AD_vs_NCI__Male__e2	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Male__e2
mito_fraction_contrast_status_v1	excitatory_set3	187	excitatory_set3::Exc.L6.THEMIS.NFIA::AD_vs_NCI__Male__e33	Exc L6 THEMIS NFIA	AD_vs_NCI	AD_vs_NCI__Male__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	188	excitatory_set3::Exc.L6.THEMIS.NFIA::AD_vs_NCI__Male__e4	Exc L6 THEMIS NFIA	AD_vs_NCI	AD_vs_NCI__Male__e4	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	189	excitatory_set3::Exc.L6.THEMIS.NFIA::AD_effect_Female_minus_Male__e2	Exc L6 THEMIS NFIA	sex_interaction	AD_effect_Female_minus_Male__e2	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Male__e2
mito_fraction_contrast_status_v1	excitatory_set3	190	excitatory_set3::Exc.L6.THEMIS.NFIA::AD_effect_Female_minus_Male__e33	Exc L6 THEMIS NFIA	sex_interaction	AD_effect_Female_minus_Male__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	191	excitatory_set3::Exc.L6.THEMIS.NFIA::AD_effect_Female_minus_Male__e4	Exc L6 THEMIS NFIA	sex_interaction	AD_effect_Female_minus_Male__e4	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	192	excitatory_set3::Exc.L6.THEMIS.NFIA::AD_effect_e2_minus_e33__Female	Exc L6 THEMIS NFIA	apoe_interaction	AD_effect_e2_minus_e33__Female	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	193	excitatory_set3::Exc.L6.THEMIS.NFIA::AD_effect_e4_minus_e33__Female	Exc L6 THEMIS NFIA	apoe_interaction	AD_effect_e4_minus_e33__Female	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	194	excitatory_set3::Exc.L6.THEMIS.NFIA::AD_effect_e2_minus_e33__Male	Exc L6 THEMIS NFIA	apoe_interaction	AD_effect_e2_minus_e33__Male	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Male__e2
mito_fraction_contrast_status_v1	excitatory_set3	195	excitatory_set3::Exc.L6.THEMIS.NFIA::AD_effect_e4_minus_e33__Male	Exc L6 THEMIS NFIA	apoe_interaction	AD_effect_e4_minus_e33__Male	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	196	excitatory_set3::Exc.L6.THEMIS.NFIA::AD_effect_heterogeneity_across_sex_APOE	Exc L6 THEMIS NFIA	global_heterogeneity	AD_effect_heterogeneity_across_sex_APOE	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Male__e2
mito_fraction_contrast_status_v1	excitatory_set3	197	excitatory_set3::Exc.L6b::AD_vs_NCI__Female__e2	Exc L6b	AD_vs_NCI	AD_vs_NCI__Female__e2	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	198	excitatory_set3::Exc.L6b::AD_vs_NCI__Female__e33	Exc L6b	AD_vs_NCI	AD_vs_NCI__Female__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	199	excitatory_set3::Exc.L6b::AD_vs_NCI__Female__e4	Exc L6b	AD_vs_NCI	AD_vs_NCI__Female__e4	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	200	excitatory_set3::Exc.L6b::AD_vs_NCI__Male__e2	Exc L6b	AD_vs_NCI	AD_vs_NCI__Male__e2	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Male__e2
mito_fraction_contrast_status_v1	excitatory_set3	201	excitatory_set3::Exc.L6b::AD_vs_NCI__Male__e33	Exc L6b	AD_vs_NCI	AD_vs_NCI__Male__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	202	excitatory_set3::Exc.L6b::AD_vs_NCI__Male__e4	Exc L6b	AD_vs_NCI	AD_vs_NCI__Male__e4	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	203	excitatory_set3::Exc.L6b::AD_effect_Female_minus_Male__e2	Exc L6b	sex_interaction	AD_effect_Female_minus_Male__e2	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Male__e2
mito_fraction_contrast_status_v1	excitatory_set3	204	excitatory_set3::Exc.L6b::AD_effect_Female_minus_Male__e33	Exc L6b	sex_interaction	AD_effect_Female_minus_Male__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	205	excitatory_set3::Exc.L6b::AD_effect_Female_minus_Male__e4	Exc L6b	sex_interaction	AD_effect_Female_minus_Male__e4	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	206	excitatory_set3::Exc.L6b::AD_effect_e2_minus_e33__Female	Exc L6b	apoe_interaction	AD_effect_e2_minus_e33__Female	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	207	excitatory_set3::Exc.L6b::AD_effect_e4_minus_e33__Female	Exc L6b	apoe_interaction	AD_effect_e4_minus_e33__Female	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	208	excitatory_set3::Exc.L6b::AD_effect_e2_minus_e33__Male	Exc L6b	apoe_interaction	AD_effect_e2_minus_e33__Male	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Male__e2
mito_fraction_contrast_status_v1	excitatory_set3	209	excitatory_set3::Exc.L6b::AD_effect_e4_minus_e33__Male	Exc L6b	apoe_interaction	AD_effect_e4_minus_e33__Male	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	210	excitatory_set3::Exc.L6b::AD_effect_heterogeneity_across_sex_APOE	Exc L6b	global_heterogeneity	AD_effect_heterogeneity_across_sex_APOE	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Male__e2
mito_fraction_contrast_status_v1	excitatory_set3	211	excitatory_set3::Exc.NRGN::AD_vs_NCI__Female__e2	Exc NRGN	AD_vs_NCI	AD_vs_NCI__Female__e2	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	212	excitatory_set3::Exc.NRGN::AD_vs_NCI__Female__e33	Exc NRGN	AD_vs_NCI	AD_vs_NCI__Female__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	213	excitatory_set3::Exc.NRGN::AD_vs_NCI__Female__e4	Exc NRGN	AD_vs_NCI	AD_vs_NCI__Female__e4	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	214	excitatory_set3::Exc.NRGN::AD_vs_NCI__Male__e2	Exc NRGN	AD_vs_NCI	AD_vs_NCI__Male__e2	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	215	excitatory_set3::Exc.NRGN::AD_vs_NCI__Male__e33	Exc NRGN	AD_vs_NCI	AD_vs_NCI__Male__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	216	excitatory_set3::Exc.NRGN::AD_vs_NCI__Male__e4	Exc NRGN	AD_vs_NCI	AD_vs_NCI__Male__e4	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	217	excitatory_set3::Exc.NRGN::AD_effect_Female_minus_Male__e2	Exc NRGN	sex_interaction	AD_effect_Female_minus_Male__e2	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	218	excitatory_set3::Exc.NRGN::AD_effect_Female_minus_Male__e33	Exc NRGN	sex_interaction	AD_effect_Female_minus_Male__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	219	excitatory_set3::Exc.NRGN::AD_effect_Female_minus_Male__e4	Exc NRGN	sex_interaction	AD_effect_Female_minus_Male__e4	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	220	excitatory_set3::Exc.NRGN::AD_effect_e2_minus_e33__Female	Exc NRGN	apoe_interaction	AD_effect_e2_minus_e33__Female	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set3	221	excitatory_set3::Exc.NRGN::AD_effect_e4_minus_e33__Female	Exc NRGN	apoe_interaction	AD_effect_e4_minus_e33__Female	eligible	validated_complete	
