schema_version	candidate_id	gene	broad_network	case_id	case_label	tier1_genetic_evidence_grade	tier1_colocalization_status	tier2_regional_coloc_status	tier2_best_eqtl_pp_h4	tier2_best_sqtl_pp_h4	tier2_best_pp_h4	tier2_best_conditional_h4	tier2_method	tier2_context_match_level	tier2_ancestry	tier2_assessability_reason	tier2_coloc_grade_contribution	cumulative_phase19_grade	grade_changed_from_tier1	conflicting_evidence	permitted_interpretation	source_ids
human_genetic_support_tier2_coloc_v1	GS011	LAMTOR5	Excitatory_neurons	non_mt_driver	non-MT driver	none_found	not_reported	not_assessable	NA	NA	NA	NA	open_alternative_source_audit	NA	source_reported	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent;no_released_candidate_QTL_finemapping_and_full_regional_QTL_unavailable	none	none_found	FALSE	FALSE	No direct mapping to this gene was found in the registered filtered Tier 1 summary; this is not evidence that genetic support is absent. Public regional GWAS and released QTL fine mapping were audited; classical colocalization remains unassessable without compatible full regional QTL/model/LD inputs. Fine-mapping coverage was not treated as H4.	FunGen-xQTL_public_snapshot
human_genetic_support_tier2_coloc_v1	GS012	LAMTOR5	Inhibitory_neurons	non_mt_driver	non-MT driver	none_found	not_reported	not_assessable	NA	NA	NA	NA	open_alternative_source_audit	NA	source_reported	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent;no_released_candidate_QTL_finemapping_and_full_regional_QTL_unavailable	none	none_found	FALSE	FALSE	No direct mapping to this gene was found in the registered filtered Tier 1 summary; this is not evidence that genetic support is absent. Public regional GWAS and released QTL fine mapping were audited; classical colocalization remains unassessable without compatible full regional QTL/model/LD inputs. Fine-mapping coverage was not treated as H4.	FunGen-xQTL_public_snapshot
human_genetic_support_tier2_coloc_v1	GS013	LAPTM4A	Astrocytes	non_mt_driver	non-MT driver	none_found	not_reported	not_assessable	NA	NA	NA	NA	open_alternative_source_audit	NA	source_reported	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent	none	none_found	FALSE	FALSE	No direct mapping to this gene was found in the registered filtered Tier 1 summary; this is not evidence that genetic support is absent. Public regional GWAS and released QTL fine mapping were audited; classical colocalization remains unassessable without compatible full regional QTL/model/LD inputs. Fine-mapping coverage was not treated as H4.	FunGen-xQTL_public_snapshot
human_genetic_support_tier2_coloc_v1	GS014	MT-ATP6	Astrocytes	mt_driver	MT driver	not_assessable	not_assessable	not_applicable_mtdna	NA	NA	NA	NA	open_alternative_source_audit	NA	source_reported	Nuclear regional GWAS/QTL colocalization is not applicable to mtDNA genes	none	not_assessable	FALSE	FALSE	The registered Tier 1 nuclear AD/xQTL snapshot does not assess mtDNA association, heteroplasmy, haplogroup, copy number, or NUMT-aware evidence.	FunGen-xQTL_public_snapshot
human_genetic_support_tier2_coloc_v1	GS015	MT-ATP6	Vasculature_cells	mt_driver	MT driver	not_assessable	not_assessable	not_applicable_mtdna	NA	NA	NA	NA	open_alternative_source_audit	NA	source_reported	Nuclear regional GWAS/QTL colocalization is not applicable to mtDNA genes	none	not_assessable	FALSE	FALSE	The registered Tier 1 nuclear AD/xQTL snapshot does not assess mtDNA association, heteroplasmy, haplogroup, copy number, or NUMT-aware evidence.	FunGen-xQTL_public_snapshot
human_genetic_support_tier2_coloc_v1	GS016	MT-CO2	Astrocytes	mt_driver	MT driver	not_assessable	not_assessable	not_applicable_mtdna	NA	NA	NA	NA	open_alternative_source_audit	NA	source_reported	Nuclear regional GWAS/QTL colocalization is not applicable to mtDNA genes	none	not_assessable	FALSE	FALSE	The registered Tier 1 nuclear AD/xQTL snapshot does not assess mtDNA association, heteroplasmy, haplogroup, copy number, or NUMT-aware evidence.	FunGen-xQTL_public_snapshot
human_genetic_support_tier2_coloc_v1	GS017	MT-CO2	Excitatory_neurons	mt_driver	MT driver	not_assessable	not_assessable	not_applicable_mtdna	NA	NA	NA	NA	open_alternative_source_audit	NA	source_reported	Nuclear regional GWAS/QTL colocalization is not applicable to mtDNA genes	none	not_assessable	FALSE	FALSE	The registered Tier 1 nuclear AD/xQTL snapshot does not assess mtDNA association, heteroplasmy, haplogroup, copy number, or NUMT-aware evidence.	FunGen-xQTL_public_snapshot
human_genetic_support_tier2_coloc_v1	GS018	MT-CO2	Inhibitory_neurons	mt_driver	MT driver	not_assessable	not_assessable	not_applicable_mtdna	NA	NA	NA	NA	open_alternative_source_audit	NA	source_reported	Nuclear regional GWAS/QTL colocalization is not applicable to mtDNA genes	none	not_assessable	FALSE	FALSE	The registered Tier 1 nuclear AD/xQTL snapshot does not assess mtDNA association, heteroplasmy, haplogroup, copy number, or NUMT-aware evidence.	FunGen-xQTL_public_snapshot
human_genetic_support_tier2_coloc_v1	GS019	MT-CO2	Microglia	mt_driver	MT driver	not_assessable	not_assessable	not_applicable_mtdna	NA	NA	NA	NA	open_alternative_source_audit	NA	source_reported	Nuclear regional GWAS/QTL colocalization is not applicable to mtDNA genes	none	not_assessable	FALSE	FALSE	The registered Tier 1 nuclear AD/xQTL snapshot does not assess mtDNA association, heteroplasmy, haplogroup, copy number, or NUMT-aware evidence.	FunGen-xQTL_public_snapshot
human_genetic_support_tier2_coloc_v1	GS020	MT-CO2	OPCs	mt_driver	MT driver	not_assessable	not_assessable	not_applicable_mtdna	NA	NA	NA	NA	open_alternative_source_audit	NA	source_reported	Nuclear regional GWAS/QTL colocalization is not applicable to mtDNA genes	none	not_assessable	FALSE	FALSE	The registered Tier 1 nuclear AD/xQTL snapshot does not assess mtDNA association, heteroplasmy, haplogroup, copy number, or NUMT-aware evidence.	FunGen-xQTL_public_snapshot
human_genetic_support_tier2_coloc_v1	GS021	MT-CO2	Oligodendrocytes	mt_driver	MT driver	not_assessable	not_assessable	not_applicable_mtdna	NA	NA	NA	NA	open_alternative_source_audit	NA	source_reported	Nuclear regional GWAS/QTL colocalization is not applicable to mtDNA genes	none	not_assessable	FALSE	FALSE	The registered Tier 1 nuclear AD/xQTL snapshot does not assess mtDNA association, heteroplasmy, haplogroup, copy number, or NUMT-aware evidence.	FunGen-xQTL_public_snapshot
human_genetic_support_tier2_coloc_v1	GS022	MT-CO2	Vasculature_cells	mt_driver	MT driver	not_assessable	not_assessable	not_applicable_mtdna	NA	NA	NA	NA	open_alternative_source_audit	NA	source_reported	Nuclear regional GWAS/QTL colocalization is not applicable to mtDNA genes	none	not_assessable	FALSE	FALSE	The registered Tier 1 nuclear AD/xQTL snapshot does not assess mtDNA association, heteroplasmy, haplogroup, copy number, or NUMT-aware evidence.	FunGen-xQTL_public_snapshot
human_genetic_support_tier2_coloc_v1	GS023	MT-CO3	Astrocytes	mt_driver	MT driver	not_assessable	not_assessable	not_applicable_mtdna	NA	NA	NA	NA	open_alternative_source_audit	NA	source_reported	Nuclear regional GWAS/QTL colocalization is not applicable to mtDNA genes	none	not_assessable	FALSE	FALSE	The registered Tier 1 nuclear AD/xQTL snapshot does not assess mtDNA association, heteroplasmy, haplogroup, copy number, or NUMT-aware evidence.	FunGen-xQTL_public_snapshot
human_genetic_support_tier2_coloc_v1	GS024	MT-CO3	Inhibitory_neurons	mt_driver	MT driver	not_assessable	not_assessable	not_applicable_mtdna	NA	NA	NA	NA	open_alternative_source_audit	NA	source_reported	Nuclear regional GWAS/QTL colocalization is not applicable to mtDNA genes	none	not_assessable	FALSE	FALSE	The registered Tier 1 nuclear AD/xQTL snapshot does not assess mtDNA association, heteroplasmy, haplogroup, copy number, or NUMT-aware evidence.	FunGen-xQTL_public_snapshot
human_genetic_support_tier2_coloc_v1	GS025	MT-CO3	OPCs	mt_driver	MT driver	not_assessable	not_assessable	not_applicable_mtdna	NA	NA	NA	NA	open_alternative_source_audit	NA	source_reported	Nuclear regional GWAS/QTL colocalization is not applicable to mtDNA genes	none	not_assessable	FALSE	FALSE	The registered Tier 1 nuclear AD/xQTL snapshot does not assess mtDNA association, heteroplasmy, haplogroup, copy number, or NUMT-aware evidence.	FunGen-xQTL_public_snapshot
human_genetic_support_tier2_coloc_v1	GS026	MT-CO3	Vasculature_cells	mt_driver	MT driver	not_assessable	not_assessable	not_applicable_mtdna	NA	NA	NA	NA	open_alternative_source_audit	NA	source_reported	Nuclear regional GWAS/QTL colocalization is not applicable to mtDNA genes	none	not_assessable	FALSE	FALSE	The registered Tier 1 nuclear AD/xQTL snapshot does not assess mtDNA association, heteroplasmy, haplogroup, copy number, or NUMT-aware evidence.	FunGen-xQTL_public_snapshot
human_genetic_support_tier2_coloc_v1	GS027	MT-CYB	Excitatory_neurons	mt_driver	MT driver	not_assessable	not_assessable	not_applicable_mtdna	NA	NA	NA	NA	open_alternative_source_audit	NA	source_reported	Nuclear regional GWAS/QTL colocalization is not applicable to mtDNA genes	none	not_assessable	FALSE	FALSE	The registered Tier 1 nuclear AD/xQTL snapshot does not assess mtDNA association, heteroplasmy, haplogroup, copy number, or NUMT-aware evidence.	FunGen-xQTL_public_snapshot
human_genetic_support_tier2_coloc_v1	GS028	MT-CYB	Inhibitory_neurons	mt_driver	MT driver	not_assessable	not_assessable	not_applicable_mtdna	NA	NA	NA	NA	open_alternative_source_audit	NA	source_reported	Nuclear regional GWAS/QTL colocalization is not applicable to mtDNA genes	none	not_assessable	FALSE	FALSE	The registered Tier 1 nuclear AD/xQTL snapshot does not assess mtDNA association, heteroplasmy, haplogroup, copy number, or NUMT-aware evidence.	FunGen-xQTL_public_snapshot
human_genetic_support_tier2_coloc_v1	GS029	MT-ND4	Microglia	mt_driver	MT driver	not_assessable	not_assessable	not_applicable_mtdna	NA	NA	NA	NA	open_alternative_source_audit	NA	source_reported	Nuclear regional GWAS/QTL colocalization is not applicable to mtDNA genes	none	not_assessable	FALSE	FALSE	The registered Tier 1 nuclear AD/xQTL snapshot does not assess mtDNA association, heteroplasmy, haplogroup, copy number, or NUMT-aware evidence.	FunGen-xQTL_public_snapshot
human_genetic_support_tier2_coloc_v1	GS030	MT-ND4	OPCs	mt_driver	MT driver	not_assessable	not_assessable	not_applicable_mtdna	NA	NA	NA	NA	open_alternative_source_audit	NA	source_reported	Nuclear regional GWAS/QTL colocalization is not applicable to mtDNA genes	none	not_assessable	FALSE	FALSE	The registered Tier 1 nuclear AD/xQTL snapshot does not assess mtDNA association, heteroplasmy, haplogroup, copy number, or NUMT-aware evidence.	FunGen-xQTL_public_snapshot
human_genetic_support_tier2_coloc_v1	GS031	MT-ND4	Oligodendrocytes	mt_driver	MT driver	not_assessable	not_assessable	not_applicable_mtdna	NA	NA	NA	NA	open_alternative_source_audit	NA	source_reported	Nuclear regional GWAS/QTL colocalization is not applicable to mtDNA genes	none	not_assessable	FALSE	FALSE	The registered Tier 1 nuclear AD/xQTL snapshot does not assess mtDNA association, heteroplasmy, haplogroup, copy number, or NUMT-aware evidence.	FunGen-xQTL_public_snapshot
human_genetic_support_tier2_coloc_v1	GS032	MT-ND4	Vasculature_cells	mt_driver	MT driver	not_assessable	not_assessable	not_applicable_mtdna	NA	NA	NA	NA	open_alternative_source_audit	NA	source_reported	Nuclear regional GWAS/QTL colocalization is not applicable to mtDNA genes	none	not_assessable	FALSE	FALSE	The registered Tier 1 nuclear AD/xQTL snapshot does not assess mtDNA association, heteroplasmy, haplogroup, copy number, or NUMT-aware evidence.	FunGen-xQTL_public_snapshot
human_genetic_support_tier2_coloc_v1	GS033	MT-ND5	Inhibitory_neurons	mt_driver	MT driver	not_assessable	not_assessable	not_applicable_mtdna	NA	NA	NA	NA	open_alternative_source_audit	NA	source_reported	Nuclear regional GWAS/QTL colocalization is not applicable to mtDNA genes	none	not_assessable	FALSE	FALSE	The registered Tier 1 nuclear AD/xQTL snapshot does not assess mtDNA association, heteroplasmy, haplogroup, copy number, or NUMT-aware evidence.	FunGen-xQTL_public_snapshot
human_genetic_support_tier2_coloc_v1	GS034	NCOA1	OPCs	non_mt_driver	non-MT driver	none_found	not_reported	not_assessable	NA	NA	NA	NA	open_alternative_source_audit	NA	source_reported	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent	none	none_found	FALSE	FALSE	No direct mapping to this gene was found in the registered filtered Tier 1 summary; this is not evidence that genetic support is absent. Public regional GWAS and released QTL fine mapping were audited; classical colocalization remains unassessable without compatible full regional QTL/model/LD inputs. Fine-mapping coverage was not treated as H4.	FunGen-xQTL_public_snapshot
human_genetic_support_tier2_coloc_v1	GS035	RPL11	Astrocytes	non_mt_driver	non-MT driver	none_found	not_reported	not_assessable	NA	NA	NA	NA	open_alternative_source_audit	NA	source_reported	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent	none	none_found	FALSE	FALSE	No direct mapping to this gene was found in the registered filtered Tier 1 summary; this is not evidence that genetic support is absent. Public regional GWAS and released QTL fine mapping were audited; classical colocalization remains unassessable without compatible full regional QTL/model/LD inputs. Fine-mapping coverage was not treated as H4.	FunGen-xQTL_public_snapshot
human_genetic_support_tier2_coloc_v1	GS036	RPL11	Excitatory_neurons	non_mt_driver	non-MT driver	none_found	not_reported	not_assessable	NA	NA	NA	NA	open_alternative_source_audit	NA	source_reported	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent	none	none_found	FALSE	FALSE	No direct mapping to this gene was found in the registered filtered Tier 1 summary; this is not evidence that genetic support is absent. Public regional GWAS and released QTL fine mapping were audited; classical colocalization remains unassessable without compatible full regional QTL/model/LD inputs. Fine-mapping coverage was not treated as H4.	FunGen-xQTL_public_snapshot
human_genetic_support_tier2_coloc_v1	GS037	RPL11	Microglia	non_mt_driver	non-MT driver	none_found	not_reported	not_assessable	NA	NA	NA	NA	open_alternative_source_audit	NA	source_reported	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent	none	none_found	FALSE	FALSE	No direct mapping to this gene was found in the registered filtered Tier 1 summary; this is not evidence that genetic support is absent. Public regional GWAS and released QTL fine mapping were audited; classical colocalization remains unassessable without compatible full regional QTL/model/LD inputs. Fine-mapping coverage was not treated as H4.	FunGen-xQTL_public_snapshot
human_genetic_support_tier2_coloc_v1	GS038	RPL11	Oligodendrocytes	non_mt_driver	non-MT driver	none_found	not_reported	not_assessable	NA	NA	NA	NA	open_alternative_source_audit	NA	source_reported	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent	none	none_found	FALSE	FALSE	No direct mapping to this gene was found in the registered filtered Tier 1 summary; this is not evidence that genetic support is absent. Public regional GWAS and released QTL fine mapping were audited; classical colocalization remains unassessable without compatible full regional QTL/model/LD inputs. Fine-mapping coverage was not treated as H4.	FunGen-xQTL_public_snapshot
human_genetic_support_tier2_coloc_v1	GS039	RPL15	Astrocytes	non_mt_driver	non-MT driver	none_found	not_reported	not_assessable	NA	NA	NA	NA	open_alternative_source_audit	NA	source_reported	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent	none	none_found	FALSE	FALSE	No direct mapping to this gene was found in the registered filtered Tier 1 summary; this is not evidence that genetic support is absent. Public regional GWAS and released QTL fine mapping were audited; classical colocalization remains unassessable without compatible full regional QTL/model/LD inputs. Fine-mapping coverage was not treated as H4.	FunGen-xQTL_public_snapshot
human_genetic_support_tier2_coloc_v1	GS040	RPL38	Inhibitory_neurons	non_mt_driver	non-MT driver	none_found	not_reported	not_assessable	NA	NA	NA	NA	open_alternative_source_audit	NA	source_reported	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent	none	none_found	FALSE	FALSE	No direct mapping to this gene was found in the registered filtered Tier 1 summary; this is not evidence that genetic support is absent. Public regional GWAS and released QTL fine mapping were audited; classical colocalization remains unassessable without compatible full regional QTL/model/LD inputs. Fine-mapping coverage was not treated as H4.	FunGen-xQTL_public_snapshot
human_genetic_support_tier2_coloc_v1	GS041	RPLP1	Astrocytes	non_mt_driver	non-MT driver	none_found	not_reported	not_assessable	NA	NA	NA	NA	open_alternative_source_audit	NA	source_reported	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent	none	none_found	FALSE	FALSE	No direct mapping to this gene was found in the registered filtered Tier 1 summary; this is not evidence that genetic support is absent. Public regional GWAS and released QTL fine mapping were audited; classical colocalization remains unassessable without compatible full regional QTL/model/LD inputs. Fine-mapping coverage was not treated as H4.	FunGen-xQTL_public_snapshot
human_genetic_support_tier2_coloc_v1	GS042	RPLP1	Inhibitory_neurons	non_mt_driver	non-MT driver	none_found	not_reported	not_assessable	NA	NA	NA	NA	open_alternative_source_audit	NA	source_reported	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent	none	none_found	FALSE	FALSE	No direct mapping to this gene was found in the registered filtered Tier 1 summary; this is not evidence that genetic support is absent. Public regional GWAS and released QTL fine mapping were audited; classical colocalization remains unassessable without compatible full regional QTL/model/LD inputs. Fine-mapping coverage was not treated as H4.	FunGen-xQTL_public_snapshot
human_genetic_support_tier2_coloc_v1	GS043	RPS13	Excitatory_neurons	non_mt_driver	non-MT driver	none_found	not_reported	not_assessable	NA	NA	NA	NA	open_alternative_source_audit	NA	source_reported	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent	none	none_found	FALSE	FALSE	No direct mapping to this gene was found in the registered filtered Tier 1 summary; this is not evidence that genetic support is absent. Public regional GWAS and released QTL fine mapping were audited; classical colocalization remains unassessable without compatible full regional QTL/model/LD inputs. Fine-mapping coverage was not treated as H4.	FunGen-xQTL_public_snapshot
human_genetic_support_tier2_coloc_v1	GS044	RPS15	Inhibitory_neurons	non_mt_driver	non-MT driver	none_found	not_reported	not_assessable	NA	NA	NA	NA	open_alternative_source_audit	NA	source_reported	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent	none	none_found	FALSE	FALSE	No direct mapping to this gene was found in the registered filtered Tier 1 summary; this is not evidence that genetic support is absent. Public regional GWAS and released QTL fine mapping were audited; classical colocalization remains unassessable without compatible full regional QTL/model/LD inputs. Fine-mapping coverage was not treated as H4.	FunGen-xQTL_public_snapshot
human_genetic_support_tier2_coloc_v1	GS045	RPS15	OPCs	non_mt_driver	non-MT driver	none_found	not_reported	not_assessable	NA	NA	NA	NA	open_alternative_source_audit	NA	source_reported	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent	none	none_found	FALSE	FALSE	No direct mapping to this gene was found in the registered filtered Tier 1 summary; this is not evidence that genetic support is absent. Public regional GWAS and released QTL fine mapping were audited; classical colocalization remains unassessable without compatible full regional QTL/model/LD inputs. Fine-mapping coverage was not treated as H4.	FunGen-xQTL_public_snapshot
human_genetic_support_tier2_coloc_v1	GS046	SELENOW	Excitatory_neurons	non_mt_driver	non-MT driver	weak	context_unreported	not_assessable	NA	NA	NA	NA	open_alternative_source_audit	NA	source_reported	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent	none	weak	FALSE	FALSE	SELENOW appears in the release TWAS gene list, but the public Tier 1 table does not provide the model statistic or an exact excitatory-neuron context. Public regional GWAS and released QTL fine mapping were audited; classical colocalization remains unassessable without compatible full regional QTL/model/LD inputs. Fine-mapping coverage was not treated as H4.	FunGen-xQTL_public_snapshot
human_genetic_support_tier2_coloc_v1	GS047	UQCR10	Excitatory_neurons	mt_driver	MT driver	none_found	not_reported	not_assessable	NA	NA	NA	NA	open_alternative_source_audit	NA	source_reported	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent	none	none_found	FALSE	FALSE	No direct mapping to this gene was found in the registered filtered Tier 1 summary; this is not evidence that genetic support is absent. Public regional GWAS and released QTL fine mapping were audited; classical colocalization remains unassessable without compatible full regional QTL/model/LD inputs. Fine-mapping coverage was not treated as H4.	FunGen-xQTL_public_snapshot
