schema_version	trait_id	source_accession	gene_id	gene	chromosome	start	stop	n_snps	z_stat	p_value	phase18_candidate	candidate_threshold	candidate_significant	test_status	method
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000002330	NA	11	64037302	64052176	19	-0.19959	0.5791	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000002549	NA	4	17578815	17609595	58	-0.60893	0.72872	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000002587	NA	4	11394774	11431389	96	0.48049	0.31544	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000002726	NA	7	150521715	150558592	158	0.72744	0.23348	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000002745	NA	7	120965421	120981158	37	0.00037613	0.49985	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000002746	NA	7	43152198	43605600	1235	2.2696	0.011616	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000002822	NA	7	1855429	2272878	1569	-0.42769	0.66556	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000002834	NA	17	37026112	37078023	147	-0.95711	0.83074	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000002919	NA	17	46180719	46200436	55	0.99374	0.16018	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000002933	NA	7	150497491	150502208	26	0.43631	0.33131	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000003056	NA	12	9092959	9102551	19	0.52727	0.299	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000003137	NA	2	72356367	72375167	27	-0.66505	0.74699	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000003147	NA	7	8152814	8302317	509	0.063994	0.47449	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000003249	NA	16	90071273	90086536	46	1.0977	0.13616	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000003393	NA	2	202565277	202645912	224	0.10323	0.45889	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000003400	NA	2	202047604	202094129	63	0.81471	0.20762	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000003402	NA	2	201980827	202041410	112	0.60741	0.27179	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000003436	NA	2	188328957	188430487	212	-1.0622	0.85593	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000003509	NA	2	37458774	37480546	74	0.99347	0.16024	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000003756	NA	3	50126341	50156454	25	2.0609	0.019657	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000003987	NA	8	17155539	17271037	480	0.54632	0.29242	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000003989	NA	8	17354597	17428082	353	0.26567	0.39525	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000004059	NA	7	127228399	127231759	10	0.32689	0.37188	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000004139	NA	17	26691378	26728065	67	0.66877	0.25182	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000004142	NA	17	26673659	26684545	9	0.97974	0.16361	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000004399	NA	3	129274018	129325661	145	0.18542	0.42645	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000004455	NA	1	33473585	33546597	102	0.58609	0.27891	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000004468	NA	4	15779898	15854853	212	0.56929	0.28458	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000004478	NA	12	2904119	2914576	7	-0.36787	0.64352	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000004487	NA	1	23345941	23410182	67	2.6606	0.0039006	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000004534	NA	3	49977440	50137478	241	1.5298	0.063037	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000004660	NA	17	3763609	3798185	117	-0.58453	0.72057	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000004700	NA	12	21621845	21654603	101	0.37268	0.35469	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000004766	NA	7	92861653	92988338	151	0.026412	0.48946	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000004776	NA	19	36245469	36248980	3	-0.88499	0.81192	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000004777	NA	19	36265434	36279724	34	0.4258	0.33513	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000004779	NA	16	23592323	23607677	37	-0.91289	0.81935	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000004799	NA	7	95212811	95225803	41	0.35915	0.35974	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000004809	NA	6	110745890	110797844	176	-0.28714	0.613	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000004838	NA	3	50378541	50384283	3	1.1734	0.12031	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000004846	NA	7	20654830	20816658	461	-1.5034	0.93363	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000004864	NA	7	95749532	95951459	236	0.24189	0.40443	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000004866	NA	7	116593292	116870157	352	-0.23722	0.59376	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000004897	NA	17	45195069	45266788	142	-0.83391	0.79783	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000004939	NA	17	42325753	42345509	48	0.18898	0.42506	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000004948	NA	7	93053799	93204042	335	0.72453	0.23437	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000004975	NA	17	7128660	7137864	12	3.0068	0.00132	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005001	NA	16	2902728	2908171	6	1.7192	0.042787	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005007	NA	19	18942747	18979045	55	0.54537	0.29275	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005020	NA	7	26706681	27034858	729	-0.36728	0.6433	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005059	NA	4	110481361	110609874	279	-0.3009	0.61826	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005073	NA	7	27221129	27224842	7	1.1431	0.12649	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005075	NA	7	102113565	102119354	15	-0.43288	0.66745	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005100	NA	17	5344232	5372380	69	-0.89361	0.81423	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005102	NA	17	41717756	41739322	60	-0.73884	0.77	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005108	NA	7	11409984	11871824	1546	-0.82486	0.79528	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005156	NA	17	33307513	33332083	19	0.27785	0.39056	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005175	NA	12	48057070	48099844	68	0.2164	0.41434	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005187	NA	16	20621565	20808903	398	1.3822	0.083461	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005189	NA	16	20817751	20860987	48	1.7655	0.038741	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005194	NA	16	57462081	57481440	54	-1.2004	0.88501	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005238	NA	9	35104109	35116338	18	-1.3885	0.91751	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005243	NA	17	46103533	46115392	23	2.4004	0.008189	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005249	NA	7	106685094	106802256	235	0.067644	0.47303	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005339	NA	16	3775055	3930727	153	0.56076	0.28748	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005379	NA	17	56378592	56406152	70	1.9294	0.026841	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005381	NA	17	56347217	56358296	10	1.4926	0.067775	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005421	NA	7	94926988	95025673	188	-0.68447	0.75316	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005436	NA	2	75879126	75938115	128	1.4745	0.070169	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005448	NA	2	74648805	74652882	4	-1.4592	0.92774	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005469	NA	7	86974997	87029111	97	-0.40325	0.65662	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005471	NA	7	87031013	87109751	160	-0.50138	0.69195	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005483	NA	7	104654626	104754808	124	1.2178	0.11164	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005486	NA	7	75471920	75518244	101	0.2215	0.41235	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005513	NA	16	1031808	1036979	25	0.35783	0.36023	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005700	NA	6	82879700	82957471	180	0.25981	0.3975	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005801	NA	11	3360491	3400448	120	-0.37964	0.64789	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005810	NA	13	77618792	77901185	465	1.1368	0.12782	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005812	NA	13	77566740	77601330	93	1.3267	0.092311	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005844	NA	16	30483979	30534506	79	-1.1243	0.86955	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005882	NA	17	48172101	48189516	52	-0.6661	0.74733	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005884	NA	17	48133332	48167845	76	0.17652	0.42994	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005955	NA	17	34900737	34946278	63	0.89702	0.18485	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005961	NA	17	42449548	42466873	13	-0.23998	0.59483	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000005981	NA	7	95107756	95169544	155	0.50255	0.30764	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000006007	NA	16	19513015	19533467	57	1.6727	0.04719	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000006015	NA	19	18699495	18703146	10	0.17713	0.4297	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000006016	NA	19	18683030	18718551	97	0.84612	0.19874	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
phase19_endophenotype_gwas_qtl_extension_v1	csf_abeta42	GCST90726396	ENSG00000006025	NA	17	45884738	45899200	46	-0.37236	0.64519	FALSE	0.0008771929824561404	FALSE	tested_magma_v1.10	MAGMA_v1.10_SNP-wise_mean_gene_body
