schema_version	screen_id	gene	ensembl_gene_id	trait_id	source_accession	is_mtdna_gene	chromosome	window_start	window_end	analysis_scope	frozen_before_result
phase19_endophenotype_gwas_qtl_extension_v1	DYNLT1__csf_ptau181	DYNLT1	ENSG00000146425	csf_ptau181	GCST90726398	FALSE	6	157636474	159644743	nuclear_gwas_qtl	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	FTL__csf_abeta42	FTL	ENSG00000087086	csf_abeta42	GCST90726396	FALSE	19	47965309	49966879	nuclear_gwas_qtl	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	FTL__csf_total_tau	FTL	ENSG00000087086	csf_total_tau	GCST90726397	FALSE	19	47965309	49966879	nuclear_gwas_qtl	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	FTL__csf_ptau181	FTL	ENSG00000087086	csf_ptau181	GCST90726398	FALSE	19	47965309	49966879	nuclear_gwas_qtl	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	LAMTOR5__csf_abeta42	LAMTOR5	ENSG00000134248	csf_abeta42	GCST90726396	FALSE	1	109401249	111407942	nuclear_gwas_qtl	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	LAMTOR5__csf_total_tau	LAMTOR5	ENSG00000134248	csf_total_tau	GCST90726397	FALSE	1	109401249	111407942	nuclear_gwas_qtl	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	LAMTOR5__csf_ptau181	LAMTOR5	ENSG00000134248	csf_ptau181	GCST90726398	FALSE	1	109401249	111407942	nuclear_gwas_qtl	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	LAPTM4A__csf_abeta42	LAPTM4A	ENSG00000068697	csf_abeta42	GCST90726396	FALSE	2	19032650	21051628	nuclear_gwas_qtl	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	LAPTM4A__csf_total_tau	LAPTM4A	ENSG00000068697	csf_total_tau	GCST90726397	FALSE	2	19032650	21051628	nuclear_gwas_qtl	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	LAPTM4A__csf_ptau181	LAPTM4A	ENSG00000068697	csf_ptau181	GCST90726398	FALSE	2	19032650	21051628	nuclear_gwas_qtl	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	MT-ATP6__csf_abeta42	MT-ATP6	NA	csf_abeta42	GCST90726396	TRUE	MT	NA	NA	not_applicable_mtdna	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	MT-ATP6__csf_total_tau	MT-ATP6	NA	csf_total_tau	GCST90726397	TRUE	MT	NA	NA	not_applicable_mtdna	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	MT-ATP6__csf_ptau181	MT-ATP6	NA	csf_ptau181	GCST90726398	TRUE	MT	NA	NA	not_applicable_mtdna	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	MT-CO2__csf_abeta42	MT-CO2	NA	csf_abeta42	GCST90726396	TRUE	MT	NA	NA	not_applicable_mtdna	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	MT-CO2__csf_total_tau	MT-CO2	NA	csf_total_tau	GCST90726397	TRUE	MT	NA	NA	not_applicable_mtdna	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	MT-CO2__csf_ptau181	MT-CO2	NA	csf_ptau181	GCST90726398	TRUE	MT	NA	NA	not_applicable_mtdna	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	MT-CO3__csf_abeta42	MT-CO3	NA	csf_abeta42	GCST90726396	TRUE	MT	NA	NA	not_applicable_mtdna	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	MT-CO3__csf_total_tau	MT-CO3	NA	csf_total_tau	GCST90726397	TRUE	MT	NA	NA	not_applicable_mtdna	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	MT-CO3__csf_ptau181	MT-CO3	NA	csf_ptau181	GCST90726398	TRUE	MT	NA	NA	not_applicable_mtdna	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	MT-CYB__csf_abeta42	MT-CYB	NA	csf_abeta42	GCST90726396	TRUE	MT	NA	NA	not_applicable_mtdna	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	MT-CYB__csf_total_tau	MT-CYB	NA	csf_total_tau	GCST90726397	TRUE	MT	NA	NA	not_applicable_mtdna	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	MT-CYB__csf_ptau181	MT-CYB	NA	csf_ptau181	GCST90726398	TRUE	MT	NA	NA	not_applicable_mtdna	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	MT-ND4__csf_abeta42	MT-ND4	NA	csf_abeta42	GCST90726396	TRUE	MT	NA	NA	not_applicable_mtdna	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	MT-ND4__csf_total_tau	MT-ND4	NA	csf_total_tau	GCST90726397	TRUE	MT	NA	NA	not_applicable_mtdna	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	MT-ND4__csf_ptau181	MT-ND4	NA	csf_ptau181	GCST90726398	TRUE	MT	NA	NA	not_applicable_mtdna	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	MT-ND5__csf_abeta42	MT-ND5	NA	csf_abeta42	GCST90726396	TRUE	MT	NA	NA	not_applicable_mtdna	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	MT-ND5__csf_total_tau	MT-ND5	NA	csf_total_tau	GCST90726397	TRUE	MT	NA	NA	not_applicable_mtdna	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	MT-ND5__csf_ptau181	MT-ND5	NA	csf_ptau181	GCST90726398	TRUE	MT	NA	NA	not_applicable_mtdna	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	NCOA1__csf_abeta42	NCOA1	ENSG00000084676	csf_abeta42	GCST90726396	FALSE	2	23491254	25770702	nuclear_gwas_qtl	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	NCOA1__csf_total_tau	NCOA1	ENSG00000084676	csf_total_tau	GCST90726397	FALSE	2	23491254	25770702	nuclear_gwas_qtl	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	NCOA1__csf_ptau181	NCOA1	ENSG00000084676	csf_ptau181	GCST90726398	FALSE	2	23491254	25770702	nuclear_gwas_qtl	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	RPL11__csf_abeta42	RPL11	ENSG00000142676	csf_abeta42	GCST90726396	FALSE	1	22691742	24696835	nuclear_gwas_qtl	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	RPL11__csf_total_tau	RPL11	ENSG00000142676	csf_total_tau	GCST90726397	FALSE	1	22691742	24696835	nuclear_gwas_qtl	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	RPL11__csf_ptau181	RPL11	ENSG00000142676	csf_ptau181	GCST90726398	FALSE	1	22691742	24696835	nuclear_gwas_qtl	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	RPL15__csf_abeta42	RPL15	ENSG00000174748	csf_abeta42	GCST90726396	FALSE	3	22916591	24924374	nuclear_gwas_qtl	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	RPL15__csf_total_tau	RPL15	ENSG00000174748	csf_total_tau	GCST90726397	FALSE	3	22916591	24924374	nuclear_gwas_qtl	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	RPL15__csf_ptau181	RPL15	ENSG00000174748	csf_ptau181	GCST90726398	FALSE	3	22916591	24924374	nuclear_gwas_qtl	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	RPL38__csf_abeta42	RPL38	ENSG00000172809	csf_abeta42	GCST90726396	FALSE	17	73203582	75210655	nuclear_gwas_qtl	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	RPL38__csf_total_tau	RPL38	ENSG00000172809	csf_total_tau	GCST90726397	FALSE	17	73203582	75210655	nuclear_gwas_qtl	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	RPL38__csf_ptau181	RPL38	ENSG00000172809	csf_ptau181	GCST90726398	FALSE	17	73203582	75210655	nuclear_gwas_qtl	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	RPLP1__csf_abeta42	RPLP1	ENSG00000137818	csf_abeta42	GCST90726396	FALSE	15	68452814	70456205	nuclear_gwas_qtl	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	RPLP1__csf_total_tau	RPLP1	ENSG00000137818	csf_total_tau	GCST90726397	FALSE	15	68452814	70456205	nuclear_gwas_qtl	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	RPLP1__csf_ptau181	RPLP1	ENSG00000137818	csf_ptau181	GCST90726398	FALSE	15	68452814	70456205	nuclear_gwas_qtl	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	RPS13__csf_abeta42	RPS13	ENSG00000110700	csf_abeta42	GCST90726396	FALSE	11	16074388	18077715	nuclear_gwas_qtl	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	RPS13__csf_total_tau	RPS13	ENSG00000110700	csf_total_tau	GCST90726397	FALSE	11	16074388	18077715	nuclear_gwas_qtl	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	RPS13__csf_ptau181	RPS13	ENSG00000110700	csf_ptau181	GCST90726398	FALSE	11	16074388	18077715	nuclear_gwas_qtl	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	RPS15__csf_abeta42	RPS15	ENSG00000115268	csf_abeta42	GCST90726396	FALSE	19	438358	2440495	nuclear_gwas_qtl	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	RPS15__csf_total_tau	RPS15	ENSG00000115268	csf_total_tau	GCST90726397	FALSE	19	438358	2440495	nuclear_gwas_qtl	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	RPS15__csf_ptau181	RPS15	ENSG00000115268	csf_ptau181	GCST90726398	FALSE	19	438358	2440495	nuclear_gwas_qtl	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	SELENOW__csf_abeta42	SELENOW	ENSG00000178980	csf_abeta42	GCST90726396	FALSE	19	46778677	48784686	nuclear_gwas_qtl	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	SELENOW__csf_total_tau	SELENOW	ENSG00000178980	csf_total_tau	GCST90726397	FALSE	19	46778677	48784686	nuclear_gwas_qtl	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	SELENOW__csf_ptau181	SELENOW	ENSG00000178980	csf_ptau181	GCST90726398	FALSE	19	46778677	48784686	nuclear_gwas_qtl	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	UQCR10__csf_abeta42	UQCR10	ENSG00000184076	csf_abeta42	GCST90726396	FALSE	22	28767369	30770413	nuclear_gwas_qtl	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	UQCR10__csf_total_tau	UQCR10	ENSG00000184076	csf_total_tau	GCST90726397	FALSE	22	28767369	30770413	nuclear_gwas_qtl	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	UQCR10__csf_ptau181	UQCR10	ENSG00000184076	csf_ptau181	GCST90726398	FALSE	22	28767369	30770413	nuclear_gwas_qtl	TRUE
