schema_version	signature_group	sex	apoe_group	broad_network	current_symbol	case_id	is_core_mito	eligible_run_count	usable_run_count	explicit_run_count	implicit_run_count	missing_run_count	coverage_numerator	coverage_denominator	coverage_fraction	strict_coverage_pass	relaxed_coverage_pass	conservative_support_count	relaxed_support_count	conservative_support_pass	relaxed_support_pass	recurrence_fraction	supporting_fine_cell_type_count	supporting_fine_cell_types	supporting_direction_count	supporting_directions	median_support_fold_enrichment	maximum_support_fold_enrichment	category_acat_p	relaxed_category_acat_q	strict_category_acat_q	studywide_acat_q	missing_as_one_acat_p	missing_as_one_acat_q	mean_log_p_score	strict_non_mt_reference	relaxed_phase20_candidate	exploratory_q20	exploratory_inclusive	terminal_candidate_status	strict_rank	relaxed_rank	exploratory_inclusive_rank	top5_summary	top10_display	stability_assessable_repetitions	stability_nominal_fraction	stability_q_fraction	stability_candidate_fraction	stability_worst_rank	evidence_label	list_status	category_label	strict_label
phase20_sex_apoe_non_mt_kda_v1_top5_summary_v1	M_e2	Male	e2	Inhibitory_neurons	RPS15	case3_not_core_mito	FALSE	14	14	10	4	0	14	14	1	TRUE	TRUE	7	8	TRUE	TRUE	0.571428571428571	8	Inh CUX2 MSR1|Inh ENOX2 SPHKAP|Inh L3-5 SST MAFB|Inh LAMP5 NRG1 (Rosehip)|Inh PVALB HTR4|Inh PVALB SULF1|Inh RYR3 TSHZ2|Inh VIP CLSTN2	1	AD_down_mito	14.97	39.73	1.43979161971298e-06	0.00991251788841009	0.00842817255283395	0.00973395121033953	1.43979161971298e-06	0.0106750258994423	2.94443320237453	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	8	1	1	1	1	recurrent_stable	ranked_candidates	M_e2 · Inhibitory_neurons	strict
phase20_sex_apoe_non_mt_kda_v1_top5_summary_v1	M_e2	Male	e2	Inhibitory_neurons	LAMTOR5	case3_not_core_mito	FALSE	14	13	11	2	1	13	14	0.928571428571429	TRUE	TRUE	4	5	TRUE	TRUE	0.384615384615385	5	Inh CUX2 MSR1|Inh L3-5 SST MAFB|Inh LAMP5 NRG1 (Rosehip)|Inh PVALB HTR4|Inh VIP CLSTN2	1	AD_down_mito	12.31	30.67	2.5972796772986e-06	0.00991251788841009	0.00842817255283395	0.0139441834627862	2.79707216021023e-06	0.0106750258994423	2.18862869747314	TRUE	TRUE	FALSE	TRUE	driver_candidate	2	2	2	TRUE	TRUE	8	1	1	1	3	recurrent_stable	ranked_candidates	M_e2 · Inhibitory_neurons	strict
phase20_sex_apoe_non_mt_kda_v1_top5_summary_v1	M_e2	Male	e2	Inhibitory_neurons	RPLP1	case3_not_core_mito	FALSE	14	14	8	6	0	14	14	1	TRUE	TRUE	7	8	TRUE	TRUE	0.571428571428571	8	Inh CUX2 MSR1|Inh ENOX2 SPHKAP|Inh L3-5 SST MAFB|Inh LAMP5 NRG1 (Rosehip)|Inh PVALB HTR4|Inh PVALB SULF1|Inh RYR3 TSHZ2|Inh VIP CLSTN2	1	AD_down_mito	14.88	27.74	4.45847538142179e-06	0.0113438475287975	0.0096451684084758	0.0214168731361571	4.45847538142179e-06	0.0113438475287975	2.66891748287051	TRUE	TRUE	FALSE	TRUE	driver_candidate	3	3	3	TRUE	TRUE	8	1	1	1	3	recurrent_stable	ranked_candidates	M_e2 · Inhibitory_neurons	strict
phase20_sex_apoe_non_mt_kda_v1_top5_summary_v1	M_e2	Male	e2	Inhibitory_neurons	RPL38	case3_not_core_mito	FALSE	14	13	6	7	1	13	14	0.928571428571429	TRUE	TRUE	3	3	TRUE	TRUE	0.230769230769231	3	Inh LAMP5 NRG1 (Rosehip)|Inh PVALB HTR4|Inh PVALB SULF1	1	AD_down_mito	43.34	88.23	4.56826435341621e-05	0.0871739045240649	0.0741200891341781	0.114655060469841	4.91968682486103e-05	0.0938799238354105	1.42999238475849	FALSE	TRUE	FALSE	TRUE	driver_candidate	NA	4	4	TRUE	TRUE	8	1	0.875	0.875	4	recurrent_stable	ranked_candidates	M_e2 · Inhibitory_neurons	relaxed only
phase20_sex_apoe_non_mt_kda_v1_top5_summary_v1	M_e2	Male	e2	OPCs	RPS15	case3_not_core_mito	FALSE	2	2	1	1	0	2	2	1	TRUE	TRUE	1	1	TRUE	TRUE	0.5	1	OPC	1	AD_down_mito	13.06	13.06	1.95475136542761e-16	1.23188431049248e-12	1.23188431049248e-12	3.56816404742426e-11	1.95475136542761e-16	1.23188431049248e-12	8.00496923524988	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	0	NA	NA	NA	NA	localized_single_fine_type	ranked_candidates	M_e2 · OPCs	strict
phase20_sex_apoe_non_mt_kda_v1_top5_summary_v1	M_e2	Male	e2	OPCs	FTL	case3_not_core_mito	FALSE	2	2	2	0	0	2	2	1	TRUE	TRUE	1	1	TRUE	TRUE	0.5	1	OPC	1	AD_down_mito	8.18	8.18	3.57108288521687e-08	0.000112524821713184	0.000112524821713184	0.000529838164150022	3.57108288521687e-08	0.000112524821713184	3.97973501683179	TRUE	TRUE	FALSE	TRUE	driver_candidate	2	2	2	TRUE	TRUE	0	NA	NA	NA	NA	localized_single_fine_type	ranked_candidates	M_e2 · OPCs	strict
phase20_sex_apoe_non_mt_kda_v1_top5_summary_v1	M_e2	Male	e2	OPCs	ANKRD11	case3_not_core_mito	FALSE	2	2	2	0	0	2	2	1	TRUE	TRUE	1	1	TRUE	TRUE	0.5	1	OPC	1	AD_down_mito	6.34	6.34	1.88190605361924e-07	0.000395325731663615	0.000395325731663615	0.00214699604509718	1.88190605361924e-07	0.000395325731663615	3.5792116273203	TRUE	TRUE	FALSE	TRUE	driver_candidate	3	3	3	TRUE	TRUE	0	NA	NA	NA	NA	localized_single_fine_type	ranked_candidates	M_e2 · OPCs	strict
phase20_sex_apoe_non_mt_kda_v1_top5_summary_v1	M_e2	Male	e2	OPCs	BEX3	case3_not_core_mito	FALSE	2	2	2	0	0	2	2	1	TRUE	TRUE	1	1	TRUE	TRUE	0.5	1	OPC	1	AD_down_mito	23.95	23.95	3.4342781008738e-05	0.0541070514792667	0.0541070514792667	0.0964440393811232	3.4342781008738e-05	0.0541070514792667	2.68526284397367	FALSE	TRUE	FALSE	TRUE	driver_candidate	NA	4	4	TRUE	TRUE	0	NA	NA	NA	NA	localized_single_fine_type	ranked_candidates	M_e2 · OPCs	relaxed only
phase20_sex_apoe_non_mt_kda_v1_top5_summary_v1	M_e2	Male	e2	OPCs	RPL18	case3_not_core_mito	FALSE	2	2	1	1	0	2	2	1	TRUE	TRUE	1	1	TRUE	TRUE	0.5	1	OPC	1	AD_down_mito	6.39	6.39	6.31762300910057e-05	0.0796273204067036	0.0796273204067036	0.149767047900675	6.31762300910057e-05	0.0796273204067036	2.25023814339771	FALSE	TRUE	FALSE	TRUE	driver_candidate	NA	5	5	TRUE	TRUE	0	NA	NA	NA	NA	localized_single_fine_type	ranked_candidates	M_e2 · OPCs	relaxed only
phase20_sex_apoe_non_mt_kda_v1_top5_summary_v1	M_e2	Male	e2	Oligodendrocytes	RPL11	case3_not_core_mito	FALSE	2	2	1	1	0	2	2	1	TRUE	TRUE	1	1	TRUE	TRUE	0.5	1	Oli	1	AD_down_mito	28.46	28.46	1.81588106856013e-05	0.0784642209724831	0.0784642209724831	0.0571872987126053	1.81588106856013e-05	0.0784642209724831	2.52097129728137	FALSE	TRUE	FALSE	TRUE	driver_candidate	NA	1	1	TRUE	TRUE	0	NA	NA	NA	NA	localized_single_fine_type	ranked_candidates	M_e2 · Oligodendrocytes	relaxed only
phase20_sex_apoe_non_mt_kda_v1_top5_summary_v1	M_e33	Male	e33	Excitatory_neurons	WDR82	case3_not_core_mito	FALSE	13	13	5	8	0	13	13	1	TRUE	TRUE	2	2	TRUE	TRUE	0.153846153846154	2	Exc L5-6 RORB LINC02196|Exc L6 CT	1	AD_up_mito	26.065	37.32	1.74439400805493e-06	0.0149616674070871	0.0081079433494393	0.0105956585476375	1.74439400805493e-06	0.0149616674070871	1.07789324689997	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	8	1	0.875	0.875	1	recurrent_stable	ranked_candidates	M_e33 · Excitatory_neurons	strict
phase20_sex_apoe_non_mt_kda_v1_top5_summary_v1	M_e4	Male	e4	Inhibitory_neurons	RPS15	case3_not_core_mito	FALSE	2	2	2	0	0	2	2	1	TRUE	TRUE	2	2	TRUE	TRUE	1	2	Inh LAMP5 NRG1 (Rosehip)|Inh PVALB HTR4	1	AD_down_mito	26.66	38.99	8.88617349264899e-07	0.00705384451846477	0.0061847767508837	0.00768941661231255	8.88617349264899e-07	0.00705384451846477	5.30156647805075	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	2	1	0.5	0.5	1	recurrent_stable	ranked_candidates	M_e4 · Inhibitory_neurons	strict
phase20_sex_apoe_non_mt_kda_v1_top5_summary_v1	M_e4	Male	e4	Microglia	RPL11	case3_not_core_mito	FALSE	3	3	2	1	0	3	3	1	TRUE	TRUE	1	2	TRUE	TRUE	0.666666666666667	2	Mic P2RY12|Mic TPT1	1	AD_down_mito	20.56	23.77	4.02007037730231e-06	0.0173184631854184	0.0169244962884427	0.0198328542305948	4.02007037730231e-06	0.0173184631854184	2.70790724131556	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	2	1	0.5	0.5	1	recurrent_stable	ranked_candidates	M_e4 · Microglia	strict
